APOGEE_ID, P_knot, s_knot, P_bar, s_bar, P_disc, s_disc, X, Y, Z
b'2M16524445-4014074' , 0.0 , 0.0 , 0.000396592120471156 , 0.0008651978031655224 , 0.9995862622551853 , 0.00022431626177288333 , 1.3142034058666354 , -2.661382687818058 , 0.44758269792305905
b'2M16524637-4037266' , 0.0 , 0.0 , 4.057861451888441e-08 , 1.181089489125652e-07 , 0.9999999222402118 , 5.1513435406214114e-08 , 1.0680564963866388 , -2.645631539672224 , 0.3947971036065089
b'2M16524988-3944459' , 0.0 , 0.0 , 0.09797577253433701 , 0.029259749161358928 , 0.9020242274654926 , 0.019578694192136425 , 0.8911441660370709 , -2.4770189615180853 , 0.47779698905037027
b'2M16525179-3947017' , 0.0 , 0.0 , 5.330316399576666e-05 , 6.842429160455799e-05 , 0.9999466968245696 , 2.349928351408348e-05 , -0.3484023240182035 , -2.14673585146824 , 0.4133309579747183
b'2M16530211-3937519' , 0.0 , 0.0 , 0.10987664201232095 , 0.02371777181867815 , 0.8901233579862857 , 0.022145924125524408 , -1.4773096287085394 , -1.8241638118290844 , 0.36745910137374205
b'2M16530949-2447544' , 0.0 , 0.0 , 0.025440417066542122 , 0.012661573364251198 , 0.9745595829300635 , 0.007071102748615887 , -2.5561065708850945 , -0.32651753349296386 , 1.250004830028255
b'2M16531008-3950287' , 0.0 , 0.0 , 0.11345326182236805 , 0.02436084274084148 , 0.8865467381775012 , 0.023825785710321457 , -0.07176151389982266 , -2.2225806147104796 , 0.41449716120280233
b'2M16531980-4029099' , 0.0 , 0.0 , 0.26528061371508704 , 0.049135907247868926 , 0.7326467706728856 , 0.036502406645595786 , 0.9293266996038909 , -2.5762270001367615 , 0.3899810074783162
b'2M16532364-3931565' , 0.0 , 0.0 , 0.08852752839085713 , 0.022547626195026094 , 0.9114724716059257 , 0.016174271670372775 , -2.588114577413216 , -1.5143250110825088 , 0.31326785919082223
b'2M16532531-3941346' , 0.0 , 0.0 , 0.7709857880908508 , 0.03883737520230213 , 0.22888336202112036 , 0.03684887817769317 , 0.8125596344529136 , -2.4365603393231403 , 0.4647573016947101
b'2M16532558-4011378' , 0.0 , 0.0 , 0.31336240224465695 , 0.037569262724166275 , 0.6866375976547375 , 0.05002514138449976 , 0.7771163600961621 , -2.4930945842505006 , 0.4116791574809747
b'2M16532901-3933134' , 0.0 , 0.0 , 0.10555663310246938 , 0.021299294093552468 , 0.8944433668974275 , 0.02112436224665659 , -2.4772984412960293 , -1.5443227542428357 , 0.3159413034071208
b'2M16535104-4045476' , 0.0 , 0.0 , 0.13166706036417186 , 0.025932470433186222 , 0.8678517576946896 , 0.022929957801785084 , -1.7617518660620561 , -1.843839326565722 , 0.2553372513958746
b'2M16535703-3950377' , 0.0 , 0.0 , 0.885540533621862 , 0.04482241295121503 , 0.11445043484848585 , 0.085037995889963 , 1.3082797668596982 , -2.578636776307403 , 0.45825056640880113
b'2M16535984-4041037' , 0.0 , 0.0 , 0.05669134830032878 , 0.015214877364290932 , 0.9433086516918017 , 0.011602368700243337 , -1.9004013943377638 , -1.7952424479435751 , 0.2537462837848042
b'2M16540058-4024186' , 0.0 , 0.0 , 0.9032574292985003 , 0.040686571073577094 , 0.09674256359900388 , 0.06276043829107278 , -2.520570054378646 , -1.597542696051587 , 0.2501065150043888
b'2M16541461-3951001' , 0.0 , 0.0 , 0.012637967648028749 , 0.005890770836989551 , 0.9873620323498891 , 0.0036536548813281833 , 0.46640309101281296 , -2.3476699316741163 , 0.4131165590185514
b'2M16544348-2143531' , 0.0 , 0.0 , 0.0028527343525061267 , 0.0017434152637582825 , 0.9971472656429834 , 0.0010999943225228348 , -2.607242586517809 , -0.0525582581048093 , 1.401610539019198
b'2M16544510-4041070' , 0.0 , 0.0 , 0.0032275876702709512 , 0.0026600210410010067 , 0.9967724106966747 , 0.001040945989821851 , -0.41213010791800553 , -2.1994731227240307 , 0.2896862684105028
b'2M16544749-2534397' , 0.0 , 0.0 , 0.6400114288583356 , 0.08835684943186306 , 0.345297025002073 , 0.10164039796976865 , -2.1738403718868966 , -0.39111039687591403 , 1.2459413136877473
b'2M16545970-4045080' , 0.0 , 0.0 , 0.00847610386299151 , 0.004010124279348293 , 0.9915238961334535 , 0.002787694106881733 , -0.7434679313606916 , -2.1103630473104893 , 0.26812054546406394
b'2M16550233-4027371' , 0.0 , 0.0 , 0.9949364500500015 , 0.0019695166122304375 , 0.005063549910633646 , 0.008001070279660592 , 0.16283081211106243 , -2.326499967563743 , 0.32350883548802833
b'2M16550431-2122321' , 0.0 , 0.0 , 0.8268694097670013 , 0.038977015218364386 , 0.17313059023212365 , 0.045198673538244 , -2.6269376436286853 , -0.01844184615635544 , 1.412429820653872
b'2M16550594-3946185' , 0.0 , 0.0 , 0.9837684179385705 , 0.005020579803140635 , 0.016231582060083502 , 0.01296023717420066 , -0.9528342992367902 , -1.9450365385326838 , 0.3404071347463504
b'2M16550822-2035130' , 0.0 , 0.0 , 0.00020366336192316738 , 0.0001921464728620285 , 0.9997963366344906 , 8.086772392568164e-05 , -2.734849797705758 , 0.0460603841388844 , 1.4335632607464948
b'2M16551197-4003418' , 0.0 , 0.0 , 0.03968814957414275 , 0.01190585571096247 , 0.9603118504227497 , 0.010131425005447725 , -0.8941069018910053 , -1.9901673560283557 , 0.31680535974884094
b'2M16551293-3958041' , 0.0 , 0.0 , 0.05795755492898835 , 0.01535749216367581 , 0.9420424450701343 , 0.013769957875642835 , -0.8663950525881425 , -1.9871819214287447 , 0.32537363958334886
b'2M16552766-4049009' , 0.0 , 0.0 , 0.0031235583975228664 , 0.0031835847697577607 , 0.9968764415632241 , 0.0014584973428252157 , 0.6741588337463664 , -2.5054248610664023 , 0.2949994381926836
b'2M16554631-2541422' , 0.0 , 0.0 , 0.11270872698625597 , 0.026173118040940663 , 0.8872912730089293 , 0.023659922298379543 , -2.8249613533881037 , -0.34547438263441416 , 1.0921243378482255
b'2M16555110-2514483' , 0.0 , 0.0 , 0.0041054487133828 , 0.0024675216536645464 , 0.995894551286052 , 0.0013281390888782996 , -2.6715535370980854 , -0.3182988840380969 , 1.147847965810662
b'2M16555650-2458216' , 0.0 , 0.0 , 0.9724189266708235 , 0.00863496081652182 , 0.027038001636957812 , 0.020168437757876613 , -2.253917979250857 , -0.31707378345049514 , 1.2470277992808285
