    0.213869523398005956E+01    0.424774331628206880E+00   -0.999089494391338095E+00    0.626747297846240383E-04    0.533265953651401335E-04    0.334522166224325340E-03    0.148481802974511412E+01    0.318141003084006058E+00    0.212176500668524781E+00   -0.210376291957846284E+01   -0.997694960041801693E+00    0.155563159957142910E-03    0.302948050014069750E-03    0.399265598659799244E-03    0.807466391980493969E+00    0.805610651856566329E+00    0.142005605480157920E+00    0.973578087463065955E+00   -0.241215983800737499E+00    0.181418462193111028E-02    0.773236008677737237E-02    0.911268914702194864E-02    0.262610344482564928E+00    0.420843912248198226E+00   -0.460899118304777803E+05
    0.213929590463954034E+01    0.300214361845928401E+01   -0.998077154828853841E+00    0.581121708053741122E-04    0.632055141889588965E-04    0.237945208692983860E-03    0.856737852435463410E+00    0.353211682718990672E+00    0.190747492813758523E+00    0.268272859974526323E+01   -0.993773808898025246E+00    0.234786515311941133E-03    0.494016023070911400E-03    0.514850358119817294E-03    0.509480272336191642E+00    0.770636350093113043E+00    0.785555802850916585E-01    0.180658856293547831E+01   -0.397611930736291419E+00    0.231243710904241798E-02    0.889857420594218455E-02    0.937850096125585238E-02    0.368195133842500133E+00    0.257681407602090684E+00   -0.460875787289200089E+05
    0.212491832411669934E+01    0.833683758858095647E+00   -0.987666687044566727E+00    0.549486891898728311E-04    0.708616777432702897E-04    0.231156270535464061E-03    0.144404462616628582E+01    0.399189753054224439E+00    0.196803777413456116E+00    0.133467283710057405E+01   -0.998447898178428606E+00    0.180521483162314901E-03    0.433671466051131663E-03    0.425137458166091131E-03    0.610700078896780574E+00    0.722445047534818419E+00    0.135082980114507737E-02   -0.172419703042808203E+01    0.458448139251709241E+00    0.132060642686505176E-02    0.666548754928558088E-02    0.983599216652820615E-02    0.380152707393572098E+00    0.436751012637783764E+00   -0.460865882872397779E+05
    0.212508202024011039E+01    0.176612073170111739E+01   -0.996930484658645311E+00    0.589812093392060277E-04    0.641654987583171511E-04    0.329649227319066295E-03    0.662684511013074240E+00    0.348951232094542818E+00    0.199225439055267406E+00   -0.117797170775302251E+01   -0.993741123171636098E+00    0.173051371389764801E-03    0.434017280276756043E-03    0.502721914011993506E-03    0.608736310079674992E+00    0.633877581117693101E+00    0.258938731611953812E-01    0.239006505255136403E+01    0.732957156365099172E+00    0.170387734938844473E-02    0.568787178133330507E-02    0.917173750188554626E-02    0.155645574308325457E+00    0.285673969316449949E+00   -0.460863841154056354E+05
    0.215640438025699943E+01   -0.279709476055954687E+01   -0.992647237023309481E+00    0.593990899394785586E-04    0.618940142981627657E-04    0.316855470383053364E-03    0.756865058516863476E+00    0.266549826699055914E+00    0.174855082013063934E+00    0.104522416103970706E+01   -0.982558019591104226E+00    0.165853479896597598E-03    0.332156351030777751E-03    0.475521362745458525E-03    0.691410524164686291E+00    0.579428230898253682E+00    0.151153765141956220E+00    0.106505838787353646E+01   -0.257929773094277226E+00    0.197555168079051064E-02    0.979204972160878200E-02    0.716693902914524155E-02    0.379610269622298047E+00    0.251554081769587823E+00   -0.460862133189525630E+05
    0.214341906138128913E+01   -0.233580980565351481E+01   -0.997453111560937522E+00    0.711906833093746872E-04    0.611054754062058218E-04    0.256209932517675410E-03    0.235101091402315276E+00    0.345615608497901239E+00    0.155037963905909071E+00    0.263351194343154127E+00   -0.944328798001814795E+00    0.183241488474801301E-03    0.400750189949289164E-03    0.491573838603397259E-03    0.680441762232329772E+00    0.939927386508737639E+00    0.863415124884825136E-01   -0.245927710693125956E+01    0.983934310833127768E+00    0.217064814749115152E-02    0.771562903790891461E-02    0.965816380473000224E-02    0.471502896385896153E+00    0.307894605877756744E+00   -0.460856850348920125E+05
    0.215749455920789845E+01    0.742251533803429897E+00   -0.976073018439916007E+00    0.531233870919573913E-04    0.630570203795374973E-04    0.314284931867543865E-03    0.156006716602656570E+01    0.383086959585299147E+00    0.206063210350815318E+00    0.169703345378621062E+01   -0.991251056856211843E+00    0.179778733969742770E-03    0.303700225470884214E-03    0.457122806327753446E-03    0.579787101915443137E+00    0.984349798048195002E+00    0.107364422610200141E+00    0.164672233419192171E+01   -0.664841699794506913E+00    0.221985072924004616E-02    0.859560630161494005E-02    0.985245197923168003E-02    0.314896325578235214E+00    0.345868114237608715E+00   -0.460856809427230255E+05
    0.212383366768278847E+01    0.199116030995790361E+01   -0.990694517248245865E+00    0.703102142547722044E-04    0.592357113638507845E-04    0.231098189513336260E-03    0.469809537287378232E+00    0.350654946806516432E+00    0.167432778488652789E+00    0.303960440687804478E+00   -0.980033653991895681E+00    0.176804061021986505E-03    0.447171540493586795E-03    0.530882169583286206E-03    0.556639238202417674E+00    0.710877139020164805E+00    0.124722677941537768E+00    0.187623331965734419E+01    0.596182846826065038E+00    0.143486749175604782E-02    0.798237183246409965E-02    0.956238230734546106E-02    0.221349079484172734E+00    0.318553253700242955E+00   -0.460843367488541189E+05
    0.207127987595129781E+01    0.166967728625064815E+01   -0.997486087687154299E+00    0.595398460997628980E-04    0.739998803682437940E-04    0.283840861345856016E-03    0.127776424338755668E+01    0.296600881700352981E+00    0.167725014249824278E+00    0.420845950428368809E+00   -0.964077138655039856E+00    0.195419980491733141E-03    0.517267711639525377E-03    0.587879591379701855E-03    0.533946356913772568E+00    0.597787799284235755E+00    0.321689207404192157E-01    0.161051082683638924E+01    0.903484416652368783E+00    0.255768398395022798E-02    0.753816583008453962E-02    0.809236398096391772E-02    0.400161973062759246E+00    0.225772206035871670E+00   -0.460841147000594792E+05
    0.211117290511402578E+01    0.207903125111385023E+01   -0.991879577242149257E+00    0.582441864709955186E-04    0.742869416164465443E-04    0.264574077652854529E-03    0.784188459074027233E+00    0.377461285749493114E+00    0.173224095903838693E+00   -0.256098447384136119E+00   -0.983828898603176571E+00    0.189072824915688094E-03    0.422914288841905780E-03    0.552773785825580281E-03    0.745346504867232529E+00    0.753107253732567039E+00    0.680649587502045184E-01    0.118940403646860648E+01   -0.687104760863650466E-01    0.208541806858291399E-02    0.997437503948691261E-02    0.833777374346685030E-02    0.317653858973751091E+00    0.274027748500375423E+00   -0.460838546518398216E+05
    0.214154597647887979E+01   -0.155104975315743787E+01   -0.997106446663443946E+00    0.732487833492068586E-04    0.629910827815890860E-04    0.295030570724580062E-03    0.864368291262320065E+00    0.357345323771105727E+00    0.188912386685252398E+00    0.208015491854225321E+01   -0.987143886318657793E+00    0.173158437330660995E-03    0.450381956911837281E-03    0.544790391251851738E-03    0.550449218905909476E+00    0.929298812906232397E+00    0.253263877785930125E+00    0.501061940882033596E+00   -0.205766660053990469E+00    0.203971587658402813E-02    0.922071572777171874E-02    0.961895149021379202E-02    0.584636849650007617E+00    0.298094862474658662E+00   -0.460836420295649878E+05
    0.211845889557831679E+01   -0.229758637737040683E+01   -0.996502031864852866E+00    0.668672130205067876E-04    0.589792270094176510E-04    0.323044828151131743E-03    0.259352579883852019E+00    0.403372647101241599E+00    0.179587477152142461E+00    0.825629537223860233E+00   -0.919273526291092491E+00    0.190082480040618476E-03    0.501217284545080730E-03    0.594424750627416750E-03    0.606175946699545887E+00    0.823877243365843670E+00    0.159340764287331099E+00    0.147189258971608705E+01   -0.577073724233003293E+00    0.163508658847988592E-02    0.853955320582680012E-02    0.994463627672422662E-02    0.470352682282364265E+00    0.292264357061942148E+00   -0.460833948654176565E+05
    0.208016200054946676E+01    0.200511219502739646E+01   -0.999476826535731444E+00    0.587170570374452087E-04    0.652362478446206508E-04    0.300985950462041515E-03    0.137497480325385202E+01    0.201306655824176645E+00    0.181916624780508573E+00   -0.142789270942774826E+01   -0.993075019936430547E+00    0.208392780773150105E-03    0.386586958080843354E-03    0.429511444858083084E-03    0.641979319486896460E+00    0.520115793210054855E+00    0.433800471169362278E-02    0.581538544364959886E+00   -0.769744354603284275E+00    0.182093676791285613E-02    0.892147030378778565E-02    0.987343568375452334E-02    0.421987314590487328E+00    0.188707894842910534E+00   -0.460832175215340394E+05
    0.211053540634688819E+01   -0.255090191534480359E+01   -0.993924058008591627E+00    0.512685827013156499E-04    0.485298089771498111E-04    0.255162897249668898E-03    0.505866504250912952E+00    0.311609045744325464E+00    0.255111770748936428E+00    0.571593407289987088E+00   -0.992694147219192691E+00    0.175865987420594817E-03    0.356087718379361525E-03    0.460334698503304582E-03    0.607053600558917328E+00    0.904433916247223135E+00    0.325082453908384431E-01   -0.243611231105847548E+01   -0.551778996819347389E+00    0.137107168203089223E-02    0.659821707413715212E-02    0.975197699972927233E-02    0.607491135230089241E+00    0.324232915108099817E+00   -0.460828435611062596E+05
    0.212768210120895818E+01    0.309530801040273928E+01   -0.999658078438109166E+00    0.502456577090260807E-04    0.744468695634587939E-04    0.222251691416507975E-03    0.108053752696715200E+01    0.265313956460208167E+00    0.182037419104368270E+00    0.134168990365940655E+01   -0.981570350197030539E+00    0.186122936566102251E-03    0.379227183337486949E-03    0.442106227481633084E-03    0.603041149927483588E+00    0.775678073277969005E+00    0.135988883581570647E-01    0.199940420143524200E+01   -0.489254069352777377E+00    0.202840700437715822E-02    0.795390422435827971E-02    0.965771416004070245E-02    0.605183243195888676E-01    0.250921413345129074E+00   -0.460828355850129956E+05
    0.212570982552160093E+01    0.193720742306211680E+01   -0.994061074119367394E+00    0.379730990852083174E-04    0.526099679089090928E-04    0.178871841416191105E-03    0.131298162492748527E+01    0.234830807693778204E+00    0.290310291146397170E+00    0.189912957114144998E+01   -0.998045187283457369E+00    0.173194228558890261E-03    0.360380938082967468E-03    0.355228729214906633E-03    0.602108578935558247E+00    0.782279196067180216E+00    0.384339008025389173E-01   -0.114556801720600410E+01   -0.772158714409392211E-01    0.172764187463127065E-02    0.787370175229358191E-02    0.937215576583469781E-02    0.491792857248270765E+00    0.282418791083519749E+00   -0.460827904193649156E+05
    0.218843092061755140E+01    0.176879319643637078E+01   -0.996235562324236490E+00    0.488660463891848207E-04    0.453363143188443703E-04    0.328065743869541374E-03    0.780474223139180356E+00    0.245069664228947715E+00    0.232413518799591184E+00    0.171005255883016094E+01   -0.997105961566762344E+00    0.147375301964911345E-03    0.348447516199500780E-03    0.399938285669316238E-03    0.592014341188544235E+00    0.835852091396489416E+00    0.769916705729537382E-01    0.281189595705504125E+01   -0.903095720425688975E+00    0.155155058581855822E-02    0.553732694134008874E-02    0.834337869316403857E-02    0.470421075497652053E+00    0.343113978974357747E+00   -0.460824360918725433E+05
    0.209430370444378511E+01   -0.254234381367862028E+01   -0.992491713037230383E+00    0.589461569306814567E-04    0.665626133738734252E-04    0.285007545586965678E-03    0.597186024265506710E+00    0.540718310077024089E+00    0.179365380717948386E+00    0.181746235804778777E+01   -0.968610498130982767E+00    0.181396226782907702E-03    0.417309986427340403E-03    0.446485103616022492E-03    0.634297931640040669E+00    0.994983901221347833E+00    0.414570628030851984E-01    0.152831562182255798E+00   -0.574297035923077015E+00    0.165542398875386052E-02    0.875487884312020105E-02    0.976216194877450698E-02    0.537744762872548465E+00    0.413488261332274842E+00   -0.460823466909918716E+05
