    0.270998879099782197E+01    0.251231475218755840E+01   -0.997693599471121462E+00    0.310492573360774082E-04    0.356793730995507409E-04    0.444107106723048688E-04    0.148689941611748977E+01    0.939057377560168938E+00    0.577931008237886568E+00   -0.864936111842868893E+00   -0.999823571904489117E+00    0.453057894776292606E-04    0.147830282610701414E-03    0.338552947300772310E-04    0.131198419996771776E+01    0.680613817588073489E+00    0.157516073543557782E-01    0.482676441576477711E+00   -0.610655558187072178E+00    0.890788446618303795E-02    0.345000447599357963E-02    0.961958309019168498E-02    0.772841272339162888E+00    0.120776694285656787E-01   -0.865834995585945580E+05
    0.268506066722247949E+01    0.229582383499513032E+01   -0.999503493702002865E+00    0.298650044673754606E-04    0.412063792192162145E-04    0.373649698081385706E-04    0.138245828953254901E+01    0.899753317117429008E+00    0.597849098020965530E+00   -0.114502434694641053E+00   -0.999011826551679638E+00    0.540728106773951135E-04    0.201163048347211378E-03    0.325585449167463444E-04    0.134672787802336535E+01    0.451407989582692126E+00    0.968580402360091387E-02   -0.195448162855826690E+01    0.531177714037104565E+00    0.458572412237278400E-02    0.666024871174650777E-02    0.631334529237292442E-03    0.439081452804988892E+00    0.799531130624945262E-02   -0.865811236869886052E+05
    0.270416747927426115E+01    0.301522586849129759E+01   -0.999253861659026188E+00    0.294243057695156115E-04    0.379847458966241366E-04    0.357282830994584138E-04    0.146177390363971393E+01    0.288530247961941988E+00    0.605794364703458710E+00    0.237531065273056452E+00   -0.998339659060669793E+00    0.421545527809876402E-04    0.159035897312927545E-03    0.345721361628977366E-04    0.130463575724903724E+01    0.208143645214832973E+00    0.159653240712479966E-01    0.249043621131711657E+01   -0.246171703586860802E+00    0.336639973958371063E-02    0.494916057498006462E-02    0.756651795600014041E-03    0.103618863263026406E+01    0.689583035101784363E-02   -0.865779801340287813E+05
    0.269642012526432495E+01    0.255017438804080587E+01   -0.999742546514436947E+00    0.289060608710519165E-04    0.403723954585099928E-04    0.426597819961996124E-04    0.137635092537875425E+01    0.704692633498258836E+00    0.573251467620661370E+00    0.545360369747783569E+00   -0.999015215529515221E+00    0.566841791013572138E-04    0.197932214900498494E-03    0.296116874244565760E-04    0.116298211203619184E+01    0.375765226053845214E+00    0.574528609006788333E-02    0.763064439083724455E+00    0.124622957719677796E-01    0.907912359715800678E-02    0.552172376490368214E-02    0.256236124516855644E-02    0.477315701466861572E-01    0.771636630177348348E-02   -0.865775541397238267E+05
    0.269637599388998428E+01    0.263149826014503674E+01   -0.999520778817981292E+00    0.263805073552740632E-04    0.327015105077122458E-04    0.456969235238228428E-04    0.144981411376332070E+01    0.738444009366184595E+00    0.700132711494288129E+00   -0.671260516653879868E-01   -0.999892581087577947E+00    0.441680539171349860E-04    0.121195595646422764E-03    0.249460982626068878E-04    0.117460833553107191E+01    0.861465842482815991E+00    0.315095047371243622E-01    0.833282389821090597E-01   -0.681790446091968372E+00    0.589198151733467523E-02    0.622216019130016149E-02    0.905243660724839444E-03    0.405990927096083420E+00    0.198821840691903728E-01   -0.865760028723037394E+05
    0.269273591792606837E+01    0.279230951949767014E+01   -0.999382298257781021E+00    0.266533539787969616E-04    0.323740513613932323E-04    0.383656370552193368E-04    0.145093350504351881E+01    0.587204748466025883E+00    0.680266005397905049E+00    0.148477669536337498E+01   -0.999873288890933520E+00    0.441759873532180208E-04    0.151036566722998725E-03    0.282285587098159319E-04    0.122805749096934291E+01    0.642336267513522019E+00    0.103888893373758756E-01   -0.981350206556139693E+00    0.499018228997189839E+00    0.219403198701345007E-02    0.995583172254713329E-02    0.890261427971687606E-02    0.142084643408489275E+01    0.208704593465017761E-01   -0.865755207448203000E+05
    0.271239218426814066E+01    0.293468822436235666E+01   -0.998482980755772132E+00    0.253033862863631309E-04    0.348129498329153753E-04    0.416261389256317722E-04    0.133280733342707602E+01    0.795736019816937423E+00    0.626215505847136145E+00   -0.170895049396682097E+00   -0.999627275792081549E+00    0.464714136191135853E-04    0.153411875953206561E-03    0.310342375303239093E-04    0.128321455401137463E+01    0.866388144892581424E+00    0.455630372476742707E-01    0.168483121942047642E+01   -0.986437219959370393E+00    0.805288190192687305E-02    0.108089143525609555E-02    0.186325812812401380E-02    0.138744813839898840E+00    0.230250653058516677E-01   -0.865739102859053964E+05
    0.270083450031382988E+01    0.277562269734414535E+01   -0.999860590507026470E+00    0.290753255638913588E-04    0.366409268058564273E-04    0.416669768914316568E-04    0.137608788116091652E+01    0.468258644851121009E+00    0.668935080360038570E+00    0.240426030077883901E+01   -0.999652354509563024E+00    0.415506541566516651E-04    0.147418398452750494E-03    0.286697872742811596E-04    0.118134397886600451E+01    0.411618857678963779E+00    0.266243242478985398E-01    0.859660797392004739E+00   -0.218280832357190202E+00    0.483304208476828794E-02    0.792362968037351074E-02    0.179226948010545364E-02    0.897178251362858670E+00    0.141576167478772476E-01   -0.865738820339697995E+05
    0.269489233030077591E+01    0.266416582496082732E+01   -0.999347038491016360E+00    0.305445830293566702E-04    0.325432308711022414E-04    0.376425899643825800E-04    0.114071956243812123E+01    0.928327806035192493E+00    0.690716544121901199E+00    0.882558284865990750E-01   -0.999912825088938306E+00    0.388573050079734245E-04    0.161605627081660600E-03    0.322069742872496152E-04    0.128347729488392148E+01    0.916985332664431829E+00    0.151301024645543198E-02    0.122713966162528010E+01   -0.550891993298460614E+00    0.133107400300452915E-02    0.717621584615681443E-02    0.193491742909742228E-02    0.102847914861236478E+01    0.171630390479582465E-01   -0.865737357843274076E+05
    0.270952589403470778E+01    0.280711426615625292E+01   -0.999469051466950864E+00    0.272343396960867644E-04    0.313122297744241387E-04    0.483019791740676782E-04    0.134748802992032379E+01    0.667144394132125451E+00    0.631328032368703940E+00    0.127986554898005078E+01   -0.999988618852689637E+00    0.384494631096254000E-04    0.142212190812221505E-03    0.297702198714221364E-04    0.120698708173764979E+01    0.674655784554770044E+00    0.388995548061555271E-01   -0.234504277353000390E-01   -0.979227655754258186E+00    0.930267979270771837E-02    0.674284177980824084E-02    0.216621311759391958E-02    0.263391755263291893E+00    0.235312410286258496E-01   -0.865733867463975766E+05
