l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index   apogeeID            
-20.624236  13.692719  3.8633  0.3414 -3.2332  0.0302 -0.0281  0.0336 -0.3249  -29.3438    0.1375  1.0000 -99.0000 -0.1937  0.1556 -99.0000 874.0000 2M15532755-3559270  
-20.203255  14.161075 10.5828  1.0231 -5.1054  0.0403  0.0171  0.0471 -0.2726   25.9209    0.3576  1.0000 -99.0000 -0.3160  0.3028 -99.0000 876.0000 2M15532836-3522094  
-19.984550  14.365163  4.5913  0.3143 -0.4370  0.0286 -0.5649  0.0289 -0.3677   36.3338    0.2107  1.0000 -99.0000 -0.3586  0.2702 -99.0000 877.0000 2M15533611-3504344  
-19.729152  14.620283  4.4240  0.3148 -3.7618  0.0262 -3.0938  0.0310 -0.2811   15.5849    0.2581  1.0000 -99.0000 -0.4824  0.3211 -99.0000 878.0000 2M15534172-3443172  
-20.542493  13.634053  5.2277  0.4430 -7.6751  0.0459  3.1755  0.0453 -0.3204  -61.6949    0.2702  1.0000 -99.0000 -0.2803  0.2843 -99.0000 882.0000 2M15535676-3558597  
-20.238033  13.945688  6.7275  0.5928 -2.2788  0.0218 -0.3214  0.0294 -0.1771  -60.5082    0.4600  1.0000 -99.0000 -0.3285  0.1830 -99.0000 885.0000 2M15540244-3533147  
-19.941493  14.208838  4.3415  0.3436 -2.5841  0.0234 -2.9777  0.0235 -0.3764  -45.5212    0.2843  1.0000 -99.0000 -0.3343  0.2793 -99.0000 888.0000 2M15541546-3510004  
-20.207982  13.910626  6.1718  0.3998 -2.1274  0.0320 -0.5913  0.0339 -0.2551    8.3948    0.3436  1.0000 -99.0000 -0.4216  0.3223 -99.0000 889.0000 2M15541572-3533411  
-19.596290  14.551581  4.7231  0.5049 -7.4844  0.0185 -2.5017  0.0212 -0.3143  -43.7083    2.8470  1.0000 -99.0000 -0.4283  0.3158 -99.0000 892.0000 2M15542319-3441192  
-19.600352  14.533083  5.8948  0.4745 -8.3628  0.0281 -1.4944  0.0301 -0.3182   14.9726    0.1611  1.0000 -99.0000 -0.4985  0.3506 -99.0000 893.0000 2M15542588-3442186  
-20.269715  13.741697  4.4974  0.4255 -5.6577  0.0157  0.4426  0.0224 -0.1840  -50.4832    0.3281  1.0000 -99.0000 -0.3895  0.2935 -99.0000 897.0000 2M15543511-3543415  
-20.275217  13.725587  4.4302  0.3510 -6.3321  0.0215  2.6750  0.0310 -0.1607  -54.5927    0.2272  1.0000 -99.0000 -0.3760  0.3138 -99.0000 898.0000 2M15543705-3544379  
-20.528624  13.433307  4.9574  0.5149 -6.4529  0.0309 -2.8014  0.0309 -0.2987  -86.6751    0.2798  1.0000 -99.0000 -0.2710  0.2592 -99.0000 899.0000 2M15543883-3607338  
-20.275031  13.706459  4.8201  0.4438 -1.0004  0.0218 -0.7466  0.0303 -0.2562  -51.6938    0.9572  1.0000 -99.0000 -0.3310  0.2630 -99.0000 900.0000 2M15544081-3545294  
 -9.432035  24.761747  4.5459  0.3922 -3.6843  0.0201 -5.5484  0.0319 -0.2472  -12.8828    0.1717  1.0000 -99.0000 -0.5797  0.3968 -99.0000 902.0000 2M15544553-2042235  
-20.071214  13.903323  8.7917  0.9845 -6.9883  0.0345 -0.1466  0.0382 -0.2585 -143.0844    1.9606  1.0000 -99.0000 -0.3523  0.2547 -99.0000 903.0000 2M15544664-3528470  
-19.852914  14.144843  6.2414  0.8908 -2.3318  0.0214  1.0798  0.0218 -0.4153   73.4956    0.3417  1.0000 -99.0000 -0.5348  0.1291 -99.0000 904.0000 2M15544681-3509305  
-19.741553  14.258977  5.1373  0.3414 -5.2558  0.0322  1.4542  0.0353 -0.3683  -75.9070    0.3132  1.0000 -99.0000 -0.3558  0.3045 -99.0000 905.0000 2M15544859-3500054  
-20.221397  13.714740  8.9447  1.2158 -9.6414  0.0234  1.4195  0.0266 -0.2587   70.8286    0.2490  1.0000 -99.0000 -0.5614  0.2524 -99.0000 907.0000 2M15545081-3543037  
-19.664422  14.325863  5.8843  0.7510 -4.2722  0.0209 -0.7973  0.0218 -0.4271  -30.8911    3.4135  1.0000 -99.0000 -0.2247  0.2228 -99.0000 908.0000 2M15545214-3454070  
-19.506865  14.493705  3.9611  0.3937 -5.3501  0.0314  2.2347  0.0307 -0.3592 -136.2203    0.3401  1.0000 -99.0000 -0.3660  0.2890 -99.0000 909.0000 2M15545332-3440305  
-20.193761  13.726606  4.1286  0.3177 -5.9898  0.0216 -0.4024  0.0252 -0.2788  -42.2806    0.3750  1.0000 -99.0000 -0.3443  0.2443 -99.0000 910.0000 2M15545448-3541280  
-19.842611  14.084353  4.4921  0.4175 -1.7670  0.0295  4.8951  0.0303 -0.3497 -112.3185    0.2759  1.0000 -99.0000 -0.3562  0.3655 -99.0000 912.0000 2M15550071-3511507  
-20.106654  13.780733  4.9114  0.4619 -4.2540  0.0397 -1.4249  0.0436 -0.2909  -89.1991    2.1081  1.0000 -99.0000 -0.5722  0.3333 -99.0000 913.0000 2M15550279-3535408  
-20.175487  13.692153  7.7442  0.8258 -8.6534  0.0324 -0.9720  0.0370 -0.2297  -39.6380    0.3644  1.0000 -99.0000 -0.3244  0.3214 -99.0000 914.0000 2M15550513-3542193  
-20.053768  13.823282  5.8003  0.4126 -8.1288  0.0316 -1.1945  0.0327 -0.3764 -128.3730    0.2845  1.0000 -99.0000 -0.0817  0.2214 -99.0000 915.0000 2M15550593-3531438  
-20.127968  13.738171  4.5012  0.4697 -1.8181  0.0254 -2.1766  0.0293 -0.2496 -111.2730    0.1673  1.0000 -99.0000 -0.1994  0.2871 -99.0000 916.0000 2M15550646-3538252  
-20.018504  13.850570  5.0534  1.2361 -9.7837  0.0222  0.1109  0.0232 -0.4060   76.5176    0.8640  1.0000 -99.0000 -0.4756  0.3087 -99.0000 917.0000 2M15550823-3529087  
-19.999713  13.862388  4.9098  0.5395 -6.3302  0.0349  0.3701  0.0360 -0.4095  -93.0430    0.2668  1.0000 -99.0000 -0.3537  0.3130 -99.0000 918.0000 2M15550999-3527534  
-20.052237  13.801734  3.9632  0.4130 -4.6389  0.0158  0.2326  0.0165 -0.4134  -34.1710    0.1911  1.0000 -99.0000 -0.2239  0.2332 -99.0000 919.0000 2M15551045-3532387  
-19.458877  14.422015  4.4142  0.4447 -1.8469  0.0243  1.3108  0.0246 -0.4225  -57.4353    0.1147  1.0000 -99.0000 -0.4839  0.2538 -99.0000 923.0000 2M15551732-3441539  
-19.636190  14.212106  5.5546  0.4303 -2.6585  0.0320 -1.0521  0.0321 -0.3362  -31.2758    0.3840  1.0000 -99.0000 -0.3888  0.2721 -99.0000 925.0000 2M15552013-3458098  
-20.343901  13.418739  4.9427  0.3712 -3.1344  0.0315 -3.2338  0.0390 -0.1718   -1.9140    0.2397  1.0000 -99.0000 -0.4037  0.3182 -99.0000 926.0000 2M15552190-3601084  
-19.870621  13.941058  4.9726  0.3460 -4.9385  0.0298 -1.2725  0.0301 -0.3876  -38.6116    0.2895  1.0000 -99.0000 -0.3507  0.2493 -99.0000 927.0000 2M15552247-3519231  
-11.927093  22.178186  4.0335  0.2577 -3.7866  0.0198  2.2991  0.0211 -0.4545  -59.5159    0.0397  1.0000 -99.0000 -0.2162  0.2638 -99.0000 928.0000 2M15552714-2409147  
-20.319965  13.415788  6.8856  0.7281 -6.8859  0.0256  1.3668  0.0322 -0.1642  -88.1936    0.1268  1.0000 -99.0000 -0.4592  0.3165 -99.0000 930.0000 2M15552767-3600212  
-19.958570  13.801655  7.9399  0.7225 -6.1061  0.0227 -1.7827  0.0254 -0.4426  228.7643    0.2880  1.0000 -99.0000 -0.3940  0.2708 -99.0000 931.0000 2M15553064-3529031  
-20.376910  13.310711 11.0015  1.1837 -7.8539  0.0403 -0.9444  0.0528 -0.3097   96.1545    0.4002  1.0000 -99.0000 -0.4657  0.2291 -99.0000 934.0000 2M15553583-3607173  
-19.505477  14.261247  4.9467  0.4787 -3.6321  0.0182  1.5025  0.0181 -0.3643  -54.3486    0.2502  1.0000 -99.0000 -0.3976  0.2684 -99.0000 935.0000 2M15553847-3450556  
-20.220703  13.449981  7.8810  0.8994 -8.1273  0.0248  0.4106  0.0282 -0.2717 -142.1138    0.2191  1.0000 -99.0000 -0.2386  0.2822 -99.0000 936.0000 2M15554254-3554597  
-19.905950  13.767260  4.3179  0.2974 -1.0295  0.0217  3.0148  0.0248 -0.3880  -68.3797    0.3267  1.0000 -99.0000 -0.0931  0.1258 -99.0000 938.0000 2M15554864-3528348  
-19.541749  14.116485  3.8070  0.2911 -9.0494  0.0220 -2.0510  0.0217 -0.4173  -65.3653    0.1889  1.0000 -99.0000 -0.2872  0.3202 -99.0000 939.0000 2M15555877-3458503  
-19.757053  13.879523  5.3840  0.4579 -5.3293  0.0258 -4.0739  0.0283 -0.3348  -23.2263    0.2916  1.0000 -99.0000 -0.4151  0.3410 -99.0000 940.0000 2M15555877-3517475  
-19.461541  14.200839  4.3989  0.4049 -1.9833  0.0317 -3.4959  0.0284 -0.4159 -127.3130    0.3271  1.0000 -99.0000 -0.3638  0.3274 -99.0000 942.0000 2M15555949-3451573  
-19.418059  14.237088  4.1521  0.4636 -7.1138  0.0155  2.6268  0.0170 -0.3613  -43.7775    0.4056  1.0000 -99.0000 -0.5684  0.3573 -99.0000 943.0000 2M15560171-3448390  
 -9.592331  24.180494  4.9226  0.3530 -2.7162  0.0268 -0.7947  0.0394 -0.3001  -60.4086    0.2328  1.0000 -99.0000 -0.3510  0.3488 -99.0000 947.0000 2M15560394-2113205  
-19.778906  13.820747  4.5057  0.3779 -7.0693  0.0279  0.3031  0.0286 -0.3845  -52.3403    0.1694  1.0000 -99.0000  0.0416  0.1405 -99.0000 948.0000 2M15560551-3521168  
-19.525515  14.088526  7.5571  1.1149 -8.7277  0.0212  0.9585  0.0175 -0.3628 -206.2491    0.3531  1.0000 -99.0000 -0.3909  0.3515 -99.0000 949.0000 2M15560765-3459282  
-12.862033  21.031109  4.5684  0.5104 -5.6356  0.0160  1.3520  0.0160 -0.4862  -36.0353    0.0229  1.0000 -99.0000 -0.2576  0.2982 -99.0000 950.0000 2M15560990-2535031  
-19.837136  13.728616  4.6394  0.4740 -3.1197  0.0328 -2.9024  0.0361 -0.3263  -46.3396    0.3382  1.0000 -99.0000 -0.4610  0.2385 -99.0000 951.0000 2M15561095-3527402  
-19.711027  13.838682  4.7311  0.5780 -3.1326  0.0145  2.2664  0.0147 -0.3602  -81.7968    0.1545  1.0000 -99.0000 -0.2723  0.3062 -99.0000 953.0000 2M15561657-3517514  
-19.975769  13.546696  6.6954  0.5984 -2.7903  0.0418 -0.6588  0.0381 -0.4016    3.3171    0.4029  1.0000 -99.0000 -0.4328  0.3219 -99.0000 954.0000 2M15561660-3541122  
-10.739709  23.030148  4.9135  1.1351 -2.6761  0.0246 -0.2699  0.0290 -0.3899  -47.9662    0.5757  1.0000 -99.0000 -0.4074  0.2976 -99.0000 955.0000 2M15561853-2246470  
-19.718423  13.771155  5.8943  0.4969 -5.8664  0.0223  3.2113  0.0239 -0.3702 -144.8649    0.4168  1.0000 -99.0000 -0.3190  0.2937 -99.0000 958.0000 2M15562813-3521108  
-20.011724  13.440444  4.7969  0.3925 -3.0361  0.0398  0.3408  0.0395 -0.4585    0.7501    0.2030  1.0000 -99.0000 -0.3236  0.3084 -99.0000 960.0000 2M15562961-3547225  
-13.278231  20.499654  6.8772  0.7917 -14.2287  0.0199  4.9234  0.0199 -0.4508   -5.3307    0.0266  1.0000 -99.0000 -0.5218  0.3658 -99.0000 962.0000 2M15563194-2614157  
-19.587188  13.880515 10.1137  1.0016 -9.0678  0.0347 -0.8630  0.0334 -0.4327  -67.1207    1.7338  1.0000 -99.0000 -0.4521  0.3234 -99.0000 967.0000 2M15563490-3511119  
-11.614021  22.105730  4.2024  0.4616 -7.0791  0.0150  0.7805  0.0167 -0.4642    4.3967    0.0216  1.0000 -99.0000 -0.4153  0.3249 -99.0000 968.0000 2M15563530-2400194  
-19.526393  13.938112  9.4943  1.5037 -6.2637  0.0249 -0.6091  0.0225 -0.4474  -42.2716    0.4346  1.0000 -99.0000 -0.4572  0.3115 -99.0000 969.0000 2M15563667-3506159  
-19.628537  13.792917  4.1856  0.4088 -3.3561  0.0179 -3.5715  0.0181 -0.4115  -12.2484    0.1707  1.0000 -99.0000 -0.4295  0.2985 -99.0000 972.0000 2M15564312-3516439  
-19.416003  14.008337  4.7851  0.3993 -6.3665  0.0253  2.9286  0.0290 -0.3457 -134.3679    0.3085  1.0000 -99.0000 -0.4620  0.2557 -99.0000 975.0000 2M15564652-3458509  
-12.587036  21.077631  6.4423  0.6581 -4.8043  0.0160 -1.5076  0.0176 -0.4326  139.9782    0.0249  1.0000 -99.0000 -0.5216  0.3362 -99.0000 976.0000 2M15565083-2522250  
-12.807234  20.856198  5.2324  0.5788 -9.2548  0.0150 -5.1130  0.0156 -0.4466   25.0770    0.0238  1.0000 -99.0000 -0.4708  0.2715 -99.0000 977.0000 2M15565184-2540328  
-19.961277  13.331212  7.8234  0.8205 -6.3477  0.0276  1.3243  0.0302 -0.3786 -104.1889    0.1613  1.0000 -99.0000 -0.4053  0.3414 -99.0000 980.0000 2M15570189-3550204  
-19.320260  13.992115  5.8019  0.7428 -7.4336  0.0171 -0.3899  0.0258 -0.2984 -125.5858    0.2816  1.0000 -99.0000 -0.1975  0.2980 -99.0000 983.0000 2M15571001-3455525  
-19.618881  13.662392  4.3588  0.3643 -3.6527  0.0333  2.9740  0.0333 -0.3753  -51.1845    0.6185  1.0000 -99.0000 -0.2662  0.3042 -99.0000 984.0000 2M15571065-3522132  
-20.719260  12.436041 11.0511  1.0995 -5.1613  0.0382 -1.5774  0.0436 -0.3386 -172.6650    0.4020  1.0000 -99.0000 -0.4641  0.3067 -99.0000 985.0000 2M15571319-3659568  
-20.549869  12.613575  5.0661  0.5936 -14.5287  0.0172 -0.3561  0.0182 -0.2656  106.6657    0.1290  1.0000 -99.0000 -0.3514  0.1409 -99.0000 986.0000 2M15571523-3645237  
 -7.487477  25.667027  4.1192  0.5169 -8.9634  0.0195  2.0886  0.0183 -0.4873  -32.4549    0.0262  1.0000 -99.0000 -0.5524  0.3419 -99.0000 988.0000 2M15571794-1849137  
-19.748016  13.480739  5.0137  0.4228 -3.6110  0.0272 -1.7117  0.0293 -0.3508 -194.6069    0.3807  1.0000 -99.0000 -0.5151  0.3324 -99.0000 989.0000 2M15571850-3535223  
-20.462278  12.667524  5.7393  0.7875 -3.9339  0.0187 -1.5095  0.0217 -0.2565  -59.2023    3.4726  1.0000 -99.0000 -0.0941  0.1944 -99.0000 992.0000 2M15572374-3639345  
 -9.236887  24.064510  4.2640  0.4636 -9.7633  0.0222  1.1549  0.0222 -0.4273  -93.6408    0.3426  1.0000 -99.0000 -0.4999  0.3427 -99.0000 993.0000 2M15572417-2104328  
-13.110133  20.379029  7.7297  1.0847 -6.4271  0.0189 -1.7726  0.0190 -0.4811  -62.7239    0.0285  1.0000 -99.0000 -0.5105  0.3947 -99.0000 995.0000 2M15572473-2613010  
-19.908069  13.270453  4.6762  0.3246 -6.3878  0.0269 -0.9561  0.0297 -0.3104  -62.0679    0.3775  1.0000 -99.0000 -0.2357  0.2776 -99.0000 996.0000 2M15572530-3551006  
-19.408860  13.807316 10.0364  1.0684 -7.6651  0.0285 -1.6865  0.0325 -0.3463  -84.3140    0.3493  1.0000 -99.0000 -0.3978  0.3492 -99.0000 998.0000 2M15572718-3507353  
-12.203604  21.251231  4.2239  1.6797 -4.1474  0.0162 -1.7465  0.0209 -0.3250 -111.8770    0.0871  1.0000 -99.0000  0.2498 -0.0502 -99.0000 999.0000 2M15572750-2500035  
 -9.629425  23.684298  4.6536  0.4675 -1.9922  0.0214 -0.1163  0.0311 -0.2655  -70.0590    0.2181  1.0000 -99.0000 -0.3882  0.3327 -99.0000 1000.0000 2M15572783-2135545  
-20.653149  12.433140  4.0646  0.3796 -2.7614  0.0326  2.2475  0.0377 -0.3404  -63.0927    1.0646  1.0000 -99.0000  0.0569  0.1719 -99.0000 1001.0000 2M15572832-3657310  
-20.631564  12.441907  6.1231  0.5640 -5.4833  0.0317 -0.1935  0.0341 -0.3437 -116.5270    0.3868  1.0000 -99.0000 -0.4648  0.3176 -99.0000 1003.0000 2M15573133-3656172  
 -9.623674  23.659544  9.5345  2.9636 -6.9470  0.0217 -3.9551  0.0337 -0.2027 -105.6380    0.3238  1.0000 -99.0000  0.1078  0.0156 -99.0000 1005.0000 2M15573330-2136443  
-12.612976  20.812978  4.0457  0.3467 -5.2297  0.0190 -0.5423  0.0247 -0.3564 -116.9387    0.0381  1.0000 -99.0000 -0.5010  0.3297 -99.0000 1007.0000 2M15573476-2534543  
-19.592356  13.563908  4.3316  0.4693 -16.5578  0.0184 -0.7982  0.0182 -0.4082    3.6104    0.0626  1.0000 -99.0000 -0.5301  0.0993 -99.0000 1008.0000 2M15573558-3525366  
 -8.655362  24.522864  4.8486  0.5120 -6.6216  0.0140  0.5248  0.0150 -0.4843    3.7616    0.1569  1.0000 -99.0000 -0.3222  0.3472 -99.0000 1009.0000 2M15573682-2022364  
-20.387844  12.681151  7.6298  1.0151 -5.1283  0.0208  2.3172  0.0210 -0.2706  -41.2163    0.4503  1.0000 -99.0000 -0.4734  0.3429 -99.0000 1010.0000 2M15573733-3636047  
-19.863313  13.250586  3.9295  0.4566 -3.8457  0.0268  0.5622  0.0309 -0.2735  -42.9130    0.1083  1.0000 -99.0000 -0.3480  0.2781 -99.0000 1011.0000 2M15573885-3550101  
 -9.480201  23.756330  4.1232  0.4147 -1.9574  0.0216  0.0645  0.0244 -0.3429 -111.6313    0.1233  1.0000 -99.0000 -0.5298  0.2859 -99.0000 1012.0000 2M15573970-2127037  
-20.644708  12.383490 10.5034  1.4051 -6.1928  0.0294  0.3318  0.0291 -0.4346  -74.0697    0.5324  1.0000 -99.0000 -0.3744  0.2972 -99.0000 1013.0000 2M15574004-3659255  
-20.514132  12.496336  4.3707  0.3560 -3.2010  0.0252 -1.4687  0.0350 -0.2174  -89.5031    0.2881  1.0000 -99.0000 -0.3926  0.2594 -99.0000 1015.0000 2M15574632-3649171  
-12.519548  20.828205  4.1911  0.3480 -5.4856  0.0173 -0.7997  0.0235 -0.3041  -24.3755    0.0344  1.0000 -99.0000 -0.4669  0.2650 -99.0000 1019.0000 2M15574874-2530374  
 -9.470987  23.702853  5.5593  0.4858 -1.5159  0.0216 -3.0541  0.0243 -0.3327  -85.8880    0.2050  1.0000 -99.0000 -0.4499  0.3255 -99.0000 1020.0000 2M15575098-2128586  
-20.725182  12.237666  8.1106  0.8236 -6.1258  0.0289 -1.1097  0.0275 -0.3953  -94.6982    0.8359  1.0000 -99.0000 -0.3244  0.3086 -99.0000 1021.0000 2M15575133-3709064  
-19.693435  13.368886  5.1823  0.4580 -4.1759  0.0306 -6.2126  0.0323 -0.3518   -3.9781    0.4302  1.0000 -99.0000 -0.4078  0.3588 -99.0000 1023.0000 2M15575215-3538164  
-11.628689  21.647710  5.2300  0.6586 -2.4032  0.0248  0.6594  0.0283 -0.4570  -41.5769    0.0328  1.0000 -99.0000 -0.3126  0.2857 -99.0000 1028.0000 2M15575649-2420388  
-19.631014  13.402605  3.8167  0.3167  0.2498  0.0367  1.8680  0.0352 -0.4324  -73.3237    0.3156  1.0000 -99.0000  0.0597  0.1990 -99.0000 1031.0000 2M15575892-3534204  
-10.046479  23.127217  4.7306  0.3121 -1.7753  0.0251 -2.2309  0.0260 -0.4946   -1.4060    0.2930  1.0000 -99.0000 -0.3176  0.2902 -99.0000 1032.0000 2M15575904-2215486  
-20.370522  12.580560  7.5189  1.0644 -5.6523  0.0210 -1.2943  0.0203 -0.2741 -170.3365    0.1779  1.0000 -99.0000 -0.3863  0.2990 -99.0000 1034.0000 2M15580105-3639556  
 -8.343277  24.669615  4.5189  0.3742 -2.1923  0.0203  1.0185  0.0246 -0.3798  -39.0835    0.3617  1.0000 -99.0000 -0.2106  0.2233 -99.0000 1035.0000 2M15580116-2004186  
 -7.191509  25.670145  4.1571  0.6305 -8.9575  0.0255 -4.9120  0.0244 -0.5307   30.7955    0.0495  1.0000 -99.0000 -0.5804  0.3832 -99.0000 1037.0000 2M15580450-1837373  
-20.555773  12.356756  5.8947  0.6498 -5.0586  0.0254 -2.0501  0.0310 -0.3095  -50.8627    0.2780  1.0000 -99.0000 -0.5170  0.3131 -99.0000 1038.0000 2M15580492-3657105  
-11.814856  21.388506  4.3330  0.5701 -3.9624  0.0233  3.2113  0.0210 -0.5383   11.0495    0.0393  1.0000 -99.0000 -0.4704  0.2913 -99.0000 1039.0000 2M15581124-2439028  
-13.059096  20.130197  4.5706  0.3153 -4.6533  0.0227 -1.7749  0.0217 -0.4539  -39.4890    0.0434  1.0000 -99.0000 -0.3647  0.3107 -99.0000 1041.0000 2M15581994-2621512  
-20.620391  12.185535  4.0359  0.2966 -2.8916  0.0407 -3.3571  0.0392 -0.2729  -54.2322    0.2832  1.0000 -99.0000 -0.2291  0.3014 -99.0000 1044.0000 2M15582483-3707227  
-12.204444  20.933903  3.9916  0.4065 -5.6305  0.0212  1.1230  0.0219 -0.4458  -19.2918    1.4175  1.0000 -99.0000  0.1661  0.0567 -99.0000 1045.0000 2M15582567-2513486  
 -7.877058  24.947213  6.4396  0.7821 -7.7454  0.0178  3.1526  0.0220 -0.3754  -29.2399    0.0272  1.0000 -99.0000 -0.4366  0.3339 -99.0000 1046.0000 2M15582627-1934313  
-11.098210  21.969434  5.8300  0.5748 -2.9012  0.0169  0.5681  0.0233 -0.2659  -39.6063    0.0268  1.0000 -99.0000 -0.5703  0.3636 -99.0000 1048.0000 2M15583025-2346121  
 -0.944874  30.598210  4.9459  0.5372 -0.8923  0.0144  0.8678  0.0176 -0.3179   46.1706    0.3449  1.0000 -99.0000 -0.5925  0.3826 -99.0000 1049.0000 2M15583102-1114218  
-20.609169  12.162929  4.2540  0.3984 -4.8768  0.0329 -5.7727  0.0408 -0.2035  -63.1405    0.4002  1.0000 -99.0000 -0.2674  0.2883 -99.0000 1050.0000 2M15583181-3707574  
-20.830877  11.917943 10.4212  1.2329 -5.1960  0.0350 -0.4398  0.0443 -0.3219  -24.2414    0.2540  1.0000 -99.0000 -0.3041  0.3097 -99.0000 1051.0000 2M15583185-3727352  
 -7.222956  25.470302  4.6628  0.4545 -5.9525  0.0211  1.7003  0.0222 -0.4143   19.7380    0.3409  1.0000 -99.0000 -0.3686  0.3641 -99.0000 1053.0000 2M15583587-1847111  
-20.658821  12.087637  4.5683  0.3645 -5.8702  0.0259 -0.5714  0.0262 -0.2709    1.3381    0.1845  1.0000 -99.0000  0.3318  0.0370 -99.0000 1054.0000 2M15583592-3713162  
 -8.602418  24.234550  6.3854  0.8513 -9.2286  0.0145  0.9091  0.0159 -0.4468    7.0469    0.1263  1.0000 -99.0000 -0.5959  0.3104 -99.0000 1055.0000 2M15583801-2032431  
-20.682851  12.043827  7.3482  1.0587 -6.2824  0.0164 -0.4722  0.0185 -0.2622  -69.3267    0.2622  1.0000 -99.0000 -0.2906  0.3063 -99.0000 1056.0000 2M15583938-3716103  
-20.624200  12.098644  4.8661  0.3727 -7.9962  0.0299  1.8438  0.0384 -0.1883  -67.6301    0.3825  1.0000 -99.0000 -0.5178  0.3679 -99.0000 1057.0000 2M15584135-3711257  
 -8.608270  24.189011  4.3338  0.4905 -5.9429  0.0239 -4.1911  0.0267 -0.4363  -37.2123    0.2278  1.0000 -99.0000 -0.5087  0.3410 -99.0000 1060.0000 2M15584535-2034520  
-20.051288  12.701794  5.8217  0.4132 -8.8003  0.0337 -0.7736  0.0298 -0.3687 -126.8592    0.4088  1.0000 -99.0000 -0.3811  0.2872 -99.0000 1061.0000 2M15584653-3622045  
-20.234021  12.497079  8.6139  1.0328 -8.2914  0.0224 -1.7170  0.0299 -0.2815  -65.8909    0.2729  1.0000 -99.0000 -0.5085  0.3691 -99.0000 1062.0000 2M15584743-3638218  
-20.314725  12.406140  5.3765  0.4827 -6.5963  0.0294 -2.8074  0.0357 -0.3051  -93.8990    0.2574  1.0000 -99.0000  0.3153  0.0135 -99.0000 1063.0000 2M15584791-3645350  
-12.614187  20.410468  5.1491  0.4594 -8.1500  0.0207 -1.2619  0.0268 -0.3552 -118.4647    0.0420  1.0000 -99.0000 -0.5188  0.3067 -99.0000 1066.0000 2M15584873-2552234  
-20.506573  12.185939  4.1236  0.3189 -5.2869  0.0323 -0.0473  0.0372 -0.2664  -29.2256    0.3769  1.0000 -99.0000 -0.1267  0.2122 -99.0000 1067.0000 2M15584978-3702558  
-10.072613  22.803397  5.9259  0.6173 -3.7584  0.0156 -2.1173  0.0185 -0.3957  -87.7658    0.3775  1.0000 -99.0000 -0.5121  0.3193 -99.0000 1070.0000 2M15585378-2230375  
-11.046966  21.886695  4.1034  0.4049 -5.6908  0.0137 -1.7846  0.0155 -0.3344 -103.7613    0.0235  1.0000 -99.0000 -0.4897  0.2909 -99.0000 1071.0000 2M15585434-2347452  
 -0.505490  30.765426  4.9780  0.3849 -10.4815  0.0245 -2.2491  0.0251 -0.4163 -100.0626    2.5244  1.0000 -99.0000 -0.4674  0.2544 -99.0000 1073.0000 2M15590077-1050401  
-12.218909  20.715531  3.7261  0.5151 -2.2321  0.0162  0.4987  0.0196 -0.4141 -132.1873    0.0433  1.0000 -99.0000 -0.4442  0.3275 -99.0000 1074.0000 2M15590335-2523481  
-20.762610  11.833060  8.3681  1.4391 -4.8022  0.0203 -0.2472  0.0190 -0.3755  -53.1629    0.6489  1.0000 -99.0000 -0.3970  0.3177 -99.0000 1075.0000 2M15590400-3728443  
-20.336564  12.282642  6.3189  0.6245 -4.4164  0.0433 -0.0126  0.0435 -0.3996  -93.7015    0.2840  1.0000 -99.0000 -0.5250  0.3534 -99.0000 1076.0000 2M15590775-3651581  
-10.326486  22.460362  5.1380  0.4589 -3.5838  0.0157 -2.4842  0.0179 -0.4621  -15.5541    0.4717  1.0000 -99.0000 -0.3642  0.3148 -99.0000 1077.0000 2M15591334-2255083  
 -8.224032  24.376415  4.4858  0.4725 -3.9112  0.0241  3.8391  0.0309 -0.3543   51.9414    0.1548  1.0000 -99.0000 -0.5357  0.3801 -99.0000 1078.0000 2M15591405-2012001  
 -9.041085  23.631568  4.8132  0.4262 -2.4606  0.0174 -3.6478  0.0167 -0.4472   17.8147    0.2356  1.0000 -99.0000 -0.4626  0.3407 -99.0000 1080.0000 2M15591564-2115161  
-20.164225  12.413974  6.0906  0.4488 -4.3530  0.0279 -3.3877  0.0309 -0.2931 -134.4519    0.2320  1.0000 -99.0000 -0.3905  0.3052 -99.0000 1081.0000 2M15591920-3639218  
-19.914492  12.675007  5.3994  0.3604 -4.0964  0.0312  0.4502  0.0309 -0.4072 -134.1625    0.3779  1.0000 -99.0000 -0.2071  0.3219 -99.0000 1082.0000 2M15592150-3617564  
 -8.257321  24.299473  4.4821  0.4589 -3.0261  0.0164  2.6649  0.0203 -0.4085  -18.4798    0.1282  1.0000 -99.0000 -0.4899  0.3238 -99.0000 1083.0000 2M15592267-2016320  
-20.559893  11.950172  9.2524  0.9076 -4.5462  0.0303 -0.7958  0.0413 -0.1974  -73.0843    0.2053  1.0000 -99.0000 -0.4819  0.3328 -99.0000 1085.0000 2M15592525-3715347  
 -8.873485  23.722516  3.9254  0.3111 -6.3391  0.0218  6.5987  0.0250 -0.3681 -115.7390    0.1854  1.0000 -99.0000 -0.4182  0.3709 -99.0000 1088.0000 2M15592681-2104531  
