l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index   apogeeID            
 -3.670981  12.844239  3.9260  0.1995 -2.5235  0.0179  0.2468  0.0187 -0.4008  -15.6176    0.0211  1.0000 -99.0000 -0.4317  0.3199 -99.0000 3920.0000 2M16490173-2435019  
 -4.590146  12.134975  3.9992  0.0830 -4.5874  0.0248 -2.0466  0.0261 -0.3986   49.2145    0.2232  1.0000 -99.0000 -0.3923  0.2670 -99.0000 3921.0000 2M16490175-2543396  
 -4.139585  12.476690  4.7056  0.1500  1.4423  0.0203  1.3906  0.0215 -0.3749  -75.6341    0.0252  1.0000 -99.0000 -0.4122  0.3200 -99.0000 3923.0000 2M16490316-2510137  
 -3.638982  12.858367  4.5196  0.1795 -9.3167  0.0153  0.0082  0.0159 -0.3514 -147.4814    0.0222  1.0000 -99.0000 -0.5977  0.4235 -99.0000 3925.0000 2M16490389-2433020  
 -4.104874  12.497197  8.6343  0.5671 -4.8629  0.0192  2.7569  0.0201 -0.3616 -115.7742    0.0220  1.0000 -99.0000 -0.5973  0.3993 -99.0000 3926.0000 2M16490447-2507521  
  0.578188  16.010145  7.7827  0.8887 -1.0997  0.0313 -0.9381  0.0301 -0.3771  216.7105    0.7019  1.0000 -99.0000 -0.7812  0.2982 -99.0000 3927.0000 2M16490471-1923325  
  0.625543  16.041501  4.8148  0.2351 -5.1004  0.0188 -0.7263  0.0221 -0.2619   34.9510    0.3610  1.0000 -99.0000  0.3007  0.0119 -99.0000 3928.0000 2M16490534-1920136  
 -5.186458  11.652737  5.5107  0.2195 -5.1496  0.0193  3.4477  0.0201 -0.4345 -112.7646    0.3237  1.0000 -99.0000 -0.5023  0.3105 -99.0000 3929.0000 2M16490563-2629044  
 -5.378613  11.501483  4.6980  0.2658 -5.6163  0.0254 -0.9034  0.0283 -0.4002  -64.5203    0.2678  1.0000 -99.0000  0.2275  0.0292 -99.0000 3930.0000 2M16490589-2643338  
 -5.388786  11.487374  6.1735  0.4402 -2.8692  0.0234  2.4055  0.0251 -0.4224  -57.3876    0.4446  1.0000 -99.0000 -0.7346  0.3327 -99.0000 3932.0000 2M16490718-2644336  
 -4.325489  12.311101  6.8063  0.3422 -6.6142  0.0245 -0.7907  0.0249 -0.3808 -122.1565    0.0243  1.0000 -99.0000  0.1463  0.0375 -99.0000 3933.0000 2M16490775-2524560  
 -4.867622  11.890316  6.3061  0.2136 -3.0080  0.0203  0.2885  0.0238 -0.3009  -26.4947    0.1313  1.0000 -99.0000 -0.1537  0.2196 -99.0000 3934.0000 2M16490786-2605326  
 -4.476950  12.191959  4.6486  0.3665 -3.6045  0.0241 -2.8834  0.0267 -0.2574  -44.8043    0.0473  1.0000 -99.0000 -0.4312  0.3108 -99.0000 3935.0000 2M16490815-2536199  
 -3.815429  12.696218  6.8013  0.4190 -10.2028  0.0143 -0.9356  0.0166 -0.3404  -52.4651    0.7684  1.0000 -99.0000 -0.7546  0.3600 -99.0000 3937.0000 2M16490942-2447098  
 -4.692465  12.017301  9.3406  0.5387 -6.4069  0.0195  1.2816  0.0226 -0.2265   70.2908    0.1279  1.0000 -99.0000 -0.6700  0.3616 -99.0000 3938.0000 2M16490975-2552452  
 15.262900  25.492294  4.3471  0.2020  0.5013  0.0225  4.8358  0.0221 -0.2794  -22.1267    0.0531  1.0000 -99.0000 -0.4239  0.1219 -99.0000 3939.0000 2M16491024-0243374  
 -5.034817  11.742337  4.7517  0.0973 -6.1342  0.0237 -0.6844  0.0282 -0.2926  -38.2611    0.1940  1.0000 -99.0000 -0.4056  0.2511 -99.0000 3941.0000 2M16491161-2618452  
 -5.480967  11.393677  3.6146  0.1432 -3.6538  0.0149 -0.6096  0.0187 -0.3191  -49.6948    0.0532  1.0000 -99.0000 -0.2179  0.2815 -99.0000 3942.0000 2M16491174-2652180  
 -3.601844  12.846014  3.7252  0.0918 -3.3377  0.0199 -2.4495  0.0213 -0.3425   17.4949    0.0392  1.0000 -99.0000 -0.6047  0.3310 -99.0000 3943.0000 2M16491235-2431471  
 -5.267619  11.554556  4.6573  0.1628 -5.1896  0.0223  0.4018  0.0254 -0.3602   24.4913    0.2442  1.0000 -99.0000 -0.5050  0.3811 -99.0000 3944.0000 2M16491295-2636284  
 -4.730590  11.954950  4.8708  0.2538 -5.5622  0.0183 -1.4212  0.0200 -0.3038  -46.4866    0.3148  1.0000 -99.0000 -0.1267  0.2625 -99.0000 3947.0000 2M16491660-2556497  
 -5.403785  11.424700  7.8609  0.3640 -4.0519  0.0222  2.4203  0.0247 -0.3836 -173.2384    0.4187  1.0000 -99.0000 -0.5752  0.3199 -99.0000 3948.0000 2M16491790-2647355  
 -4.839882  11.863651  5.4000  0.3573 -4.0042  0.0207  0.8201  0.0248 -0.3183   35.1518    0.2982  1.0000 -99.0000 -0.7806  0.3680 -99.0000 3949.0000 2M16491795-2605156  
 -0.142881  15.417136  6.3528  0.5945 -3.8096  0.0305  1.5950  0.0278 -0.4293  -33.2021    1.0088  1.0000 -99.0000 -0.5060  0.3029 -99.0000 3950.0000 2M16491799-2018137  
 -5.320512  11.473218  4.2782  0.0602 -5.5920  0.0263 -1.5325  0.0310 -0.3988   -6.0309    0.1552  1.0000 -99.0000 -0.0485  0.1658 -99.0000 3952.0000 2M16492136-2641568  
 -3.499580  12.880277  3.6838  0.1710 -3.6766  0.0181 -0.3897  0.0217 -0.2598   52.9265    0.0694  1.0000 -99.0000  0.1910  0.0490 -99.0000 3953.0000 2M16492150-2425487  
 -5.322477  11.466657  8.7381  0.5014 -7.2914  0.0292 -0.5207  0.0351 -0.3788    1.6820    0.1918  1.0000 -99.0000 -0.1205  0.2539 -99.0000 3954.0000 2M16492242-2642169  
 -4.423517  12.158054  4.2223  0.2108 -6.0365  0.0252  2.7469  0.0256 -0.4151   -1.4787    0.3250  1.0000 -99.0000  0.3793  0.0660 -99.0000 3956.0000 2M16492386-2535084  
 -3.893022  12.566058  7.6075  0.9107 -6.1402  0.0230  0.0189  0.0270 -0.3687  -29.6137    0.4610  1.0000 -99.0000 -0.4985  0.1412 -99.0000 3957.0000 2M16492406-2455340  
 -5.134781  11.602724  4.2926  0.1441 -5.1338  0.0290  0.0174  0.0329 -0.3425 -110.7460    0.3887  1.0000 -99.0000 -0.3477  0.2764 -99.0000 3959.0000 2M16492457-2628339  
 -5.195078  11.555170  8.0111  0.3784 -12.7452  0.0201  0.9656  0.0231 -0.3452   -5.7604    0.3093  1.0000 -99.0000 -0.6614  0.3518 -99.0000 3960.0000 2M16492470-2633067  
 -4.283684  12.260674  5.8733  0.1341 -5.9900  0.0307 -0.4120  0.0341 -0.3591  -55.8343    0.3258  1.0000 -99.0000 -0.6293  0.3889 -99.0000 3961.0000 2M16492499-2524533  
 -4.736738  11.905576  4.7189  0.1811  3.0770  0.0288  2.1075  0.0343 -0.3082 -128.4504    0.2954  1.0000 -99.0000 -0.5396  0.3074 -99.0000 3963.0000 2M16492593-2558573  
-33.837902 -11.849644  5.1851  0.2476 -7.7229  0.0112  0.7529  0.0102  0.0154  138.4142    0.2179  1.0000 -99.0000 -0.6632  0.3319 -99.0000 3967.0000 2M16492763-6323073  
-33.911393 -11.907692  5.9686  0.2341 -4.9139  0.0129 -2.5994  0.0113  0.0267  -13.8379    0.7906  1.0000 -99.0000 -0.3136  0.2841 -99.0000 3970.0000 2M16492805-6328400  
 -5.169034  11.558319  4.6643  0.2236  0.4858  0.0264 -1.8676  0.0402 -0.1759   -1.4511    0.0786  1.0000 -99.0000 -0.2330  0.3289 -99.0000 3971.0000 2M16492829-2631479  
 -4.302526  12.223701  4.5941  0.1034 -1.7693  0.0231 -1.4628  0.0282 -0.3581  -74.1756    0.2697  1.0000 -99.0000 -0.2317  0.2138 -99.0000 3972.0000 2M16492966-2527079  
 -3.950272  12.492973  9.0407  0.3936 -6.8808  0.0319 -2.6643  0.0320 -0.4053   -5.1437    0.0317  1.0000 -99.0000 -0.5656  0.3295 -99.0000 3973.0000 2M16493010-2500549  
 -4.222367  12.276698  6.5100  0.2622 -10.2909  0.0220  0.6059  0.0224 -0.3877   41.1911    0.0970  1.0000 -99.0000 -0.5741  0.3736 -99.0000 3975.0000 2M16493151-2521282  
 15.734140  25.649812  4.0666  0.1881 -4.6972  0.0180 -3.2080  0.0216 -0.2921   45.1086    0.0221  1.0000 -99.0000 -0.4062  0.3530 -99.0000 3976.0000 2M16493188-0216578  
 -5.244616  11.477865  4.8162  0.2435 -3.4251  0.0276  5.8274  0.0290 -0.4066 -162.1920    0.4361  1.0000 -99.0000 -0.7941  0.3134 -99.0000 3977.0000 2M16493282-2638169  
 -0.130636  15.352186  5.3654  0.1939 -2.2245  0.0166 -0.9524  0.0164 -0.3517  106.3589    0.2722  1.0000 -99.0000 -0.6307  0.3372 -99.0000 3978.0000 2M16493304-2020017  
 -4.952995  11.701497  8.7375  0.6245 -9.5830  0.0331  0.9033  0.0395 -0.2938  -28.8286    0.3619  1.0000 -99.0000 -0.7096  0.3580 -99.0000 3979.0000 2M16493351-2616308  
 -5.383013  11.364999  4.5492  0.1717 -3.0332  0.0194  2.0439  0.0205 -0.3926 -115.6347    0.0728  1.0000 -99.0000 -0.4107  0.3001 -99.0000 3980.0000 2M16493386-2648521  
 -4.008181  12.425931  7.4566  0.4978 -13.6734  0.0356  5.1287  0.0295 -0.4411 -140.8644    0.0368  1.0000 -99.0000 -0.7524  0.3735 -99.0000 3981.0000 2M16493480-2506041  
 -5.178560  11.518105  8.2225  0.3151 -7.0141  0.0291 -0.9417  0.0369 -0.2738  -52.5519    0.2998  1.0000 -99.0000 -0.5020  0.3720 -99.0000 3982.0000 2M16493518-2633441  
 -4.522683  12.020304  8.7887  0.4103 -6.2835  0.0267  0.7846  0.0257 -0.3674  -14.6205    0.0452  1.0000 -99.0000 -0.4493  0.2989 -99.0000 3984.0000 2M16493661-2544498  
 -4.540705  12.004499  4.7714  0.2805 -4.6298  0.0310 -0.4347  0.0305 -0.3468    8.2666    0.1503  1.0000 -99.0000  0.2534  0.1086 -99.0000 3985.0000 2M16493700-2546148  
 -4.327616  12.164115  4.0138  0.1686 -2.3576  0.0325 -0.0841  0.0359 -0.3535   45.2457    0.3010  1.0000 -99.0000 -0.1908  0.2951 -99.0000 3986.0000 2M16493805-2530301  
 -4.443288  12.074365  4.5718  0.2111 -2.1324  0.0183 -0.8927  0.0190 -0.3741   72.5641    0.0220  1.0000 -99.0000 -0.2310  0.1153 -99.0000 3987.0000 2M16493814-2539098  
 -5.097690  11.562054  3.6452  0.1078 -3.3254  0.0149 -3.0601  0.0182 -0.2804  -12.9112    0.3864  1.0000 -99.0000 -0.4151  0.2772 -99.0000 3990.0000 2M16493916-2628225  
 -4.892382  11.718464  8.6110  0.5136 -6.2636  0.0190 -0.8349  0.0211 -0.3056   23.8858    0.1330  1.0000 -99.0000 -0.7274  0.3081 -99.0000 3992.0000 2M16493982-2613055  
 -5.214154  11.459071  6.2782  0.4033 -10.5239  0.0381 -3.6283  0.0414 -0.3374   41.5641    0.5535  1.0000 -99.0000 -0.6463  0.3288 -99.0000 3993.0000 2M16494176-2637346  
 -3.887816  12.484273  7.0148  0.4513 -4.1505  0.0214 -0.7464  0.0238 -0.3934  154.9731    0.0283  1.0000 -99.0000 -0.7920  0.3695 -99.0000 3994.0000 2M16494190-2458218  
 16.304859  25.907574  4.6731  0.1660 -7.6736  0.0197  8.5656  0.0218 -0.1779  -81.5784    0.7123  1.0000 -99.0000 -0.7066  0.3272 -99.0000 3996.0000 2M16494377-0142358  
 -3.449104  12.806886  4.6526  0.1739  1.0382  0.0195 -4.0008  0.0213 -0.3455   -4.4474    0.4290  1.0000 -99.0000 -0.3454  0.2222 -99.0000 3997.0000 2M16494471-2426124  
 -3.855742  12.494431  4.5880  0.2712 -1.6472  0.0237 -1.1068  0.0264 -0.3617 -126.3742    0.0344  1.0000 -99.0000 -0.0361  0.1084 -99.0000 3998.0000 2M16494491-2456306  
 -4.474366  12.013051  3.7567  0.0889 -2.3502  0.0209  1.4813  0.0221 -0.3467   31.8238    0.1782  1.0000 -99.0000 -0.0847  0.2506 -99.0000 3999.0000 2M16494593-2542525  
 -4.178663  12.235145  4.3992  0.2351 -2.7244  0.0225 -1.6828  0.0253 -0.3851  -44.0253    0.0273  1.0000 -99.0000  0.0654  0.1994 -99.0000 4000.0000 2M16494720-2521002  
  0.880115  16.017121  4.2049  0.1695 -4.1285  0.0166  3.9496  0.0196 -0.3192  -35.5325    0.2044  1.0000 -99.0000 -0.6143  0.3099 -99.0000 4001.0000 2M16494779-1909238  
 -4.324255  12.119807  4.6686  0.0751 -3.3440  0.0271  0.8675  0.0287 -0.4039  -74.5716    0.2702  1.0000 -99.0000 -0.4676  0.2601 -99.0000 4002.0000 2M16494785-2531596  
 -5.002888  11.593938  5.0017  0.0747 -5.5864  0.0293 -1.7356  0.0308 -0.3596   55.8074    0.3455  1.0000 -99.0000 -0.1595  0.2062 -99.0000 4003.0000 2M16494795-2622493  
 -4.761780  11.777996  4.7177  0.1043 -4.5326  0.0235 -3.8155  0.0247 -0.3373   31.8681    0.2420  1.0000 -99.0000 -0.2811  0.2745 -99.0000 4004.0000 2M16494857-2604514  
 -4.565086  11.927484  7.9838  0.2994 -7.6382  0.0277  0.1297  0.0270 -0.3713  -94.4826    0.3495  1.0000 -99.0000 -0.5440  0.3923 -99.0000 4005.0000 2M16494916-2550141  
 -4.822436  11.724807  6.4295  0.1226 -9.1134  0.0333 -3.2078  0.0352 -0.3850  -74.2367    0.4717  1.0000 -99.0000 -0.5166  0.3039 -99.0000 4006.0000 2M16494988-2609379  
 -3.471415  12.764376  3.8765  0.1806 -0.0992  0.0180 -1.7488  0.0206 -0.3228  -37.3052    0.0249  1.0000 -99.0000  0.1488  0.0342 -99.0000 4007.0000 2M16495000-2428485  
 -4.796165  11.740551  7.0192  0.2847 -7.5532  0.0225  0.3141  0.0229 -0.3658   87.6937    0.0915  1.0000 -99.0000 -0.6526  0.3647 -99.0000 4008.0000 2M16495085-2607501  
 -4.523068  11.950289  4.5373  0.2012 -1.7688  0.0235  3.7722  0.0239 -0.3876  121.1168    0.3682  1.0000 -99.0000 -0.5456  0.3329 -99.0000 4010.0000 2M16495119-2547273  
 -3.248337  12.911838  3.7857  0.1853 -2.4675  0.0269  0.6809  0.0282 -0.4773 -133.4420    0.2929  1.0000 -99.0000 -0.2420  0.2755 -99.0000 4011.0000 2M16495473-2413049  
 -4.359870  12.058156  8.6776  0.4303 -4.5231  0.0267  2.9123  0.0284 -0.3854   40.7283    0.0316  1.0000 -99.0000 -0.7356  0.3458 -99.0000 4012.0000 2M16495499-2535555  
 -4.645980  11.833688  4.9943  0.2284 -3.8922  0.0212  2.9208  0.0220 -0.3857  -20.5619    0.0613  1.0000 -99.0000 -0.6279  0.2839 -99.0000 4013.0000 2M16495570-2557272  
 -3.921818  12.390751  8.1363  1.0688 -2.0435  0.0289 -2.2042  0.0308 -0.4251  -90.3803    0.0269  1.0000 -99.0000 -0.7465  0.3892 -99.0000 4014.0000 2M16495594-2503240  
 -4.372962  12.041354  4.5590  0.1952  1.2524  0.0347  0.0035  0.0369 -0.4041  -68.0312    0.3284  1.0000 -99.0000 -0.2461  0.2999 -99.0000 4015.0000 2M16495638-2537093  
 -4.934078  11.601590  6.6186  0.1193 -6.1151  0.0363  0.8676  0.0437 -0.2966  -36.7492    0.3658  1.0000 -99.0000 -0.2583  0.2873 -99.0000 4016.0000 2M16495756-2619220  
 -5.167856  11.418202  5.5394  0.2122 -2.2618  0.0384  0.8069  0.0424 -0.3520   34.4395    0.4373  1.0000 -99.0000 -0.2704  0.2553 -99.0000 4017.0000 2M16495793-2636584  
 -4.270807  12.110993  5.5137  0.3242 -0.6367  0.0178  1.8253  0.0172 -0.3885  -62.1288    0.0202  1.0000 -99.0000 -0.3987  0.3173 -99.0000 4018.0000 2M16495829-2529516  
 -4.390274  12.017639  6.6840  0.3470 -2.0980  0.0207 -1.3694  0.0232 -0.3345   73.1586    0.0226  1.0000 -99.0000 -0.3124  0.2847 -99.0000 4019.0000 2M16495855-2538500  
 -4.013037  12.307291  6.0838  0.2851 -4.6223  0.0267  1.6407  0.0256 -0.4234  -53.8179    0.0222  1.0000 -99.0000 -0.0399  0.2142 -99.0000 4020.0000 2M16495873-2510418  
-34.423407 -12.374629  7.8367  0.3030 -6.7392  0.0154  2.0531  0.0203  0.2782  -34.6857    1.5967  1.0000 -99.0000 -0.5119  0.2589 -99.0000 4021.0000 2M16495874-6409360  
 -3.942443  12.360310  5.7266  0.3375 -4.6373  0.0152 -1.2376  0.0179 -0.3615  -73.6638    0.0209  1.0000 -99.0000 -0.3874  0.1689 -99.0000 4022.0000 2M16495898-2505286  
 -4.631014  11.825843  8.6024  0.3743 -6.5227  0.0249  1.2449  0.0246 -0.3921 -160.0208    0.2626  1.0000 -99.0000 -0.4809  0.3508 -99.0000 4023.0000 2M16495976-2557032  
 -3.339417  12.817500  6.5349  0.5486 -2.0266  0.0194 -0.3760  0.0211 -0.2745  -54.3719    0.1279  1.0000 -99.0000 -0.5741  0.3580 -99.0000 4024.0000 2M16495989-2420458  
 -4.604225  11.844535  6.4394  0.1782 -0.6879  0.0299 -2.8893  0.0312 -0.3307 -109.4337    0.5310  1.0000 -99.0000 -0.3519  0.3003 -99.0000 4026.0000 2M16500018-2555075  
 -3.955245  12.344440 10.8699  0.8549 -4.9027  0.0270 -0.8145  0.0300 -0.3713   66.4207    0.0305  1.0000 -99.0000 -0.7818  0.3853 -99.0000 4027.0000 2M16500024-2506394  
-34.394482 -12.357732  7.2100  0.3053 -10.2401  0.0101 -2.0764  0.0117  0.2616   51.1319    0.3323  1.0000 -99.0000 -0.4422  0.3565 -99.0000 4028.0000 2M16500103-6407383  
 -5.100879  11.455396  7.6609  0.3870 -3.9483  0.0315  1.0431  0.0353 -0.3622   30.3930    0.2893  1.0000 -99.0000 -0.5710  0.3822 -99.0000 4029.0000 2M16500106-2632300  
 -3.777641  12.465454  4.2656  0.0501 -1.7359  0.0233 -1.7119  0.0272 -0.3393 -115.4084    0.0342  1.0000 -99.0000 -0.2236  0.2631 -99.0000 4033.0000 2M16500342-2453592  
 -4.539964  11.876196  3.6373  0.1657 -4.6490  0.0242  1.4110  0.0262 -0.3298  183.1287    1.6777  1.0000 -99.0000 -0.4976  0.3418 -99.0000 4034.0000 2M16500396-2550593  
  0.362408  15.558548  7.9059  0.4475 -13.4980  0.0178 -1.3446  0.0176 -0.3873 -148.1217    0.4683  1.0000 -99.0000 -0.5063  0.2987 -99.0000 4035.0000 2M16500450-1949497  
 -3.694684  12.522428  4.1487  0.0710 -2.4852  0.0232  1.9494  0.0270 -0.2799  -82.1203    0.0310  1.0000 -99.0000 -0.3064  0.3111 -99.0000 4036.0000 2M16500479-2448032  
 -4.453025  11.938746 12.6645  0.9719 -6.2840  0.0241  0.5681  0.0279 -0.3401  100.0312    0.1457  1.0000 -99.0000 -0.6552  0.3330 -99.0000 4037.0000 2M16500492-2544393  
  1.248678  16.197193  3.9574  0.1979 -5.8833  0.0152 -5.5694  0.0165 -0.3562   -5.8179    0.0225  1.0000 -99.0000 -0.0299  0.1841 -99.0000 4038.0000 2M16500526-1845552  
 -3.790592  12.446013  7.5649  0.2955 -7.1646  0.0291 -0.4376  0.0290 -0.4007   92.6398    0.3039  1.0000 -99.0000 -0.4760  0.3322 -99.0000 4039.0000 2M16500540-2455182  
 -4.939984  11.553320  4.4187  0.2030 -1.9651  0.0254  0.7098  0.0288 -0.3782   -4.9144    0.0980  1.0000 -99.0000  0.0677  0.1742 -99.0000 4042.0000 2M16500673-2621262  
 -4.354944  12.000308  6.6262  0.2404 -4.4062  0.0346 -2.5275  0.0465 -0.1714 -172.3098    0.3819  1.0000 -99.0000 -0.6982  0.3474 -99.0000 4044.0000 2M16500787-2537508  
 -0.002463  15.275178  4.4198  0.2043 -4.9478  0.0193  2.0816  0.0176 -0.4268   -5.4351    0.6514  1.0000 -99.0000 -0.1961  0.1840 -99.0000 4045.0000 2M16500788-2016552  
-34.202892 -12.231290  5.7947  0.1312 -1.3309  0.0180  2.5215  0.0167 -0.0533   63.9703    0.3998  1.0000 -99.0000 -0.5565  0.3114 -99.0000 4047.0000 2M16500995-6354074  
 -4.601595  11.797065  6.0881  0.3330 -6.5726  0.0189 -2.4486  0.0177 -0.4427   24.4424    0.2545  1.0000 -99.0000 -0.4483  0.3571 -99.0000 4048.0000 2M16501055-2556461  
 -3.493155  12.648199  4.1954  0.1564 -5.3818  0.0242 -3.0711  0.0304 -0.2754   -3.7943    0.1516  1.0000 -99.0000 -0.0640  0.2138 -99.0000 4049.0000 2M16501068-2434064  
 -3.892785  12.342036  6.5459  0.2770 -3.5969  0.0248  2.6841  0.0264 -0.3653  -33.7438    0.4944  1.0000 -99.0000 -0.2678  0.2991 -99.0000 4050.0000 2M16501073-2503520  
 -5.055044  11.437417  4.6079  0.2083 -1.9510  0.0154 -2.6267  0.0167 -0.3509  -31.3756    0.0811  1.0000 -99.0000 -0.6012  0.2857 -99.0000 4051.0000 2M16501232-2631034  
 -4.304924  12.016346  5.5808  0.3150 -2.7819  0.0249  2.1937  0.0268 -0.3367    6.8564    0.0264  1.0000 -99.0000 -0.0897  0.2018 -99.0000 4052.0000 2M16501258-2534568  
 -4.955660  11.509421  4.8378  0.0786 -2.3495  0.0230  0.7747  0.0252 -0.3550  -35.1578    0.3761  1.0000 -99.0000 -0.3878  0.2351 -99.0000 4053.0000 2M16501339-2623477  
-33.331119 -11.567326  6.2206  0.2484 -5.3296  0.0192 -2.5736  0.0194  0.1093   -8.3522    2.2904  1.0000 -99.0000 -0.5573  0.3284 -99.0000 4054.0000 2M16501363-6249159  
 -5.166173  11.333486  5.4816  0.2447 -5.0035  0.0203  0.0828  0.0228 -0.3326   20.9151    0.1944  1.0000 -99.0000 -0.3261  0.3009 -99.0000 4055.0000 2M16501603-2640032  
 -5.132626  11.358899  3.7783  0.1079 -2.8404  0.0217  3.1868  0.0250 -0.3285  -83.9605    0.2844  1.0000 -99.0000 -0.4291  0.2773 -99.0000 4056.0000 2M16501617-2637336  
 -4.518564  11.830713  7.9726  0.4884 -7.1955  0.0156  0.0022  0.0181 -0.2848 -176.8171    0.2504  1.0000 -99.0000 -0.6966  0.3679 -99.0000 4058.0000 2M16501694-2551415  
-33.816153 -11.950361  7.0973  0.3181 -10.0399  0.0129  0.4734  0.0107  0.0309   52.1543    0.3678  1.0000 -99.0000 -0.4166  0.3280 -99.0000 4059.0000 2M16501706-6325519  
 -4.952485  11.492082  3.6470  0.1888 -6.6264  0.0179  2.4775  0.0194 -0.3470 -116.3535    0.2224  1.0000 -99.0000 -0.4490  0.3568 -99.0000 4060.0000 2M16501756-2624176  
 -4.163464  12.094771  6.7817  0.2803 -7.0914  0.0357  4.4864  0.0332 -0.4504 -115.9346    0.3095  1.0000 -99.0000 -0.4601  0.3447 -99.0000 4061.0000 2M16501895-2525308  
 -4.887908  11.535134  4.0199  0.1177 -8.3244  0.0168  0.9028  0.0176 -0.4136   66.4059    0.3866  1.0000 -99.0000 -0.4841  0.3632 -99.0000 4062.0000 2M16501903-2619427  
  0.212709  15.373140  5.9015  0.2729 -3.1821  0.0181  3.6468  0.0181 -0.4233  -44.2790    0.3728  1.0000 -99.0000 -0.7562  0.4032 -99.0000 4063.0000 2M16501999-2003269  
 -3.833926  12.339742  6.9978  0.2614 -7.4693  0.0257  7.8287  0.0276 -0.3428   30.2378    0.0313  1.0000 -99.0000 -0.7424  0.3603 -99.0000 4064.0000 2M16502062-2501142  
 -4.363515  11.929759  5.7744  0.1924 -3.8935  0.0281  0.0027  0.0304 -0.3453  -77.8298    0.2490  1.0000 -99.0000 -0.4906  0.2757 -99.0000 4065.0000 2M16502123-2540518  
  0.584885  15.628075  5.2574  0.2682 -4.4533  0.0152 -1.3099  0.0183 -0.2970  -73.3212    0.5459  1.0000 -99.0000 -0.4908  0.3097 -99.0000 4066.0000 2M16502329-1937035  
 15.791071  25.426460  4.2522  0.1799 -6.3554  0.0232 -0.3448  0.0292 -0.1555   47.1073    0.3400  1.0000 -99.0000 -0.6033  0.3659 -99.0000 4067.0000 2M16502402-0221227  
 -4.549509  11.767943  4.8621  0.2050 -15.2287  0.0175 -3.5560  0.0180 -0.3379   40.4304    0.2171  1.0000 -99.0000 -0.3948  0.3238 -99.0000 4068.0000 2M16502509-2555268  
 -4.746575  11.611271  5.5622  0.2891 -3.5056  0.0255 -2.5298  0.0234 -0.5261  -15.1415    0.1280  1.0000 -99.0000 -0.0665  0.1974 -99.0000 4069.0000 2M16502600-2610218  
 -4.489584  11.809238  5.5816  0.5386  0.3169  0.0215 -1.2460  0.0246 -0.2860  -20.4399    0.3027  1.0000 -99.0000 -0.6208  0.3149 -99.0000 4070.0000 2M16502612-2551092  
 -4.566791  11.749649  6.8934  0.4110 -5.9478  0.0244  2.2842  0.0252 -0.3916   17.0283    0.2417  1.0000 -99.0000 -0.7344  0.3158 -99.0000 4071.0000 2M16502613-2556556  
  0.678540  15.681489  4.3491  0.1625 -4.2420  0.0182  1.5405  0.0234 -0.3712 -102.2279    0.2954  1.0000 -99.0000 -0.5505  0.2941 -99.0000 4072.0000 2M16502627-1930485  
 -4.899993  11.487211  9.4551  0.5260 -5.4763  0.0286  3.2783  0.0302 -0.3887   27.5713    0.5790  1.0000 -99.0000 -0.5577  0.2669 -99.0000 4074.0000 2M16502714-2622033  
 -4.666328  11.667894  5.1170  0.2099 -3.2454  0.0223  2.4649  0.0225 -0.3708 -107.7386    0.2020  1.0000 -99.0000 -0.3632  0.3434 -99.0000 4075.0000 2M16502715-2604334  
 -0.038345  15.145078  8.4133  0.5877 -6.4256  0.0156  1.3438  0.0172 -0.3380  -81.7001    0.9275  1.0000 -99.0000 -0.6783  0.3253 -99.0000 4077.0000 2M16502905-2023177  
  0.199866  15.316084  7.3248  0.4455 -6.2240  0.0207 -2.3569  0.0194 -0.4311  -18.1838    0.2671  1.0000 -99.0000 -0.4809  0.3845 -99.0000 4078.0000 2M16502970-2006064  
-33.677904 -11.886243  8.3465  0.3799 -5.5064  0.0170 -0.1385  0.0147  0.0316  -98.4820    0.2366  1.0000 -99.0000 -0.1599  0.1078 -99.0000 4080.0000 2M16503488-6317066  
 -4.640422  11.650845  6.0814  0.2676 -9.3914  0.0310  1.5421  0.0310 -0.3879  -23.3417    0.4187  1.0000 -99.0000 -0.3312  0.3202 -99.0000 4081.0000 2M16503493-2603596  
 -4.236885  11.960252  4.6866  0.3672 -5.7630  0.0203  0.6636  0.0242 -0.3306 -102.7956    0.0991  1.0000 -99.0000 -0.7405  0.3810 -99.0000 4083.0000 2M16503526-2533533  
 -3.501834  12.522187  5.7255  0.3332 -4.6107  0.0154 -1.0128  0.0186 -0.2718  -48.9322    1.8608  1.0000 -99.0000 -0.7610  0.3030 -99.0000 4084.0000 2M16503550-2439101  
 -4.036732  12.107059  3.7176  0.1517 -1.3530  0.0186 -1.0297  0.0179 -0.3692 -103.7500    0.3035  1.0000 -99.0000 -0.2281  0.2645 -99.0000 4085.0000 2M16503671-2519128  
-34.409995 -12.453987  6.1696  0.1341 -4.9746  0.0135 -1.4106  0.0176  0.3570 -143.5104    0.5239  1.0000 -99.0000 -0.3198  0.2567 -99.0000 4086.0000 2M16503759-6411551  
-33.685684 -11.904082  7.4064  0.3417 -5.6077  0.0134 -0.0212  0.0103 -0.0051  -19.6354    0.3777  1.0000 -99.0000 -0.4366  0.2922 -99.0000 4087.0000 2M16503986-6318079  
