l[deg]     b[deg]     dist[kpc] edist[kpc] pml[masyr] epml[masyr] pmb[masyr] epmb[masyr] pmlpmbcorr[] vlos[kms] evlos[kms] apogee[0,1] component[0,1] feh[dex] alpha[dex] age[]   index   apogeeID            
-20.497231  -6.050903  5.5843  0.1127 -6.7765  0.0404 -1.8071  0.0451   0.0451  -90.9623    0.0519  1.0000 -99.0000 -0.0734  0.0845  6.3254 5956.0000 2M17131978-4921470  
  5.184976  12.145143  6.4548  0.1089 -0.4006  0.0360 -3.5293  0.0395   0.0395   54.4593    0.0838  1.0000 -99.0000 -0.0931  0.0705  5.0499 5957.0000 2M17131986-1800269  
-15.564141  -2.525128  6.1362  0.4826 -3.5517  0.3009  0.8324  0.3137   0.3137 -110.6706    0.4991  1.0000 -99.0000  0.1346  0.0486  5.3029 5961.0000 2M17132206-4318411  
  5.337462  12.231467  4.7822  0.2348 -7.4672  0.0337 -2.2696  0.0357   0.0357  -97.5527    0.0380  1.0000 -99.0000 -0.2405  0.3219  7.4443 5963.0000 2M17132288-1750084  
  5.409102  12.273987  6.3800  0.2262 -3.4700  0.0209  1.8988  0.0232   0.0232   13.0235    0.0005  1.0000 -99.0000 -0.3336  0.2897  7.0391 5965.0000 2M17132388-1745138  
-15.322235  -2.360564  6.5625  0.3441 -5.8586  0.2384 -1.9284  0.2450   0.2450 -171.3832    0.7201  1.0000 -99.0000 -0.0679  0.1714  8.2805 5966.0000 2M17132475-4301089  
 -5.397862   4.804154  9.1078  0.6057 -7.3419  0.0995  0.5646  0.0997   0.0997   37.4973    0.1087  1.0000 -99.0000  0.2388  0.0655  8.1227 5967.0000 2M17132485-3047091  
-20.019499  -5.729664  4.0129  0.2055 -4.6192  0.0187 -0.0702  0.0224   0.0224  -46.2040    0.0575  1.0000 -99.0000  0.2795  0.0135  6.9660 5968.0000 2M17132509-4847227  
-20.770813  -6.265074  6.5218  0.3989 -4.6132  0.0247 -1.4216  0.0267   0.0267  -67.5105    0.1104  1.0000 -99.0000  0.1470  0.1266  8.2056 5969.0000 2M17132592-4942319  
  4.675437  11.774459  6.5224  0.1299 -6.9292  0.0419  0.3294  0.0384   0.0384   39.5791    0.0564  1.0000 -99.0000 -0.2799  0.3272  5.9824 5971.0000 2M17132672-1837411  
 -0.809072   8.036324  5.2916  0.3511 -1.1043  0.0248 -1.1709  0.0263   0.0263   15.6714    0.0000  1.0000 -99.0000  0.2265  0.0514  7.3477 5972.0000 2M17132676-2511494  
-29.356628 -12.160762  5.9778  0.0910 -3.9162  0.0188 -1.4054  0.0184   0.0184 -113.0786    0.1853  1.0000 -99.0000 -0.3664  0.3569  6.6828 5974.0000 2M17132683-6001459  
-14.691372  -1.915525  3.7535  0.1577 -3.8731  0.1391  0.9656  0.1411   0.1411 -114.9417    0.0816  1.0000 -99.0000  0.3937  0.0762  5.4625 5976.0000 2M17132757-4214510  
-20.624899  -6.167480  4.5559  0.1728 -4.4560  0.0157 -0.7210  0.0230   0.0230 -152.1297    0.0022  1.0000 -99.0000 -0.3300  0.2219  2.8051 5977.0000 2M17132763-4932027  
-19.646198  -5.473780  4.2152  0.2682 -7.5756  0.0449  2.0525  0.0453   0.0453  -64.4260    2.8356  1.0000 -99.0000  0.1664  0.0550  6.7549 5979.0000 2M17132788-4820190  
-20.515582  -6.093262  3.9367  0.1032 -5.9146  0.0247 -0.5339  0.0298   0.0298  -24.6368    0.0557  1.0000 -99.0000 -0.2681  0.1794  5.0876 5984.0000 2M17132859-4924090  
-14.416820  -1.730860  7.1753  0.5275 -2.4294  0.1634 -0.8403  0.1688   0.1688 -152.5826    1.5965  1.0000 -99.0000  0.2977  0.0355  4.8573 5990.0000 2M17133118-4155009  
  0.263778   8.758562  4.0433  0.2045 -4.9579  0.0202 -0.9868  0.0218   0.0218  -75.4786    0.0000  1.0000 -99.0000 -0.1919  0.2345  8.8705 5991.0000 2M17133154-2354483  
  4.879094  11.881661  6.2517  0.4071 -4.5562  0.0187  0.2465  0.0223   0.0223   27.8532    0.0125  1.0000 -99.0000  0.2673  0.0257  7.6439 5993.0000 2M17133259-1824106  
  5.246339  12.124694  5.5695  0.2360 -5.1259  0.0299  1.4490  0.0335   0.0335 -102.4810    0.0002  1.0000 -99.0000 -0.1843  0.2907  8.3363 5994.0000 2M17133262-1758093  
-14.383145  -1.712177 10.1963  0.9013 -6.0995  0.1389 -0.5105  0.1557   0.1557 -128.7258    0.0934  1.0000 -99.0000  0.3978 -0.0103  9.6495 5995.0000 2M17133266-4152433  
-19.963104  -5.717264  6.1523  0.2359 -5.3732  0.0367 -0.1853  0.0425   0.0425  -89.2346    0.0052  1.0000 -99.0000 -0.0637  0.1794  4.7067 5998.0000 2M17133328-4844124  
  4.535901  11.637365  6.3547  0.3487 -6.6108  0.0171  0.9794  0.0207   0.0207  -31.5084    0.0707  1.0000 -99.0000 -0.0394  0.1240  8.1566 6000.0000 2M17133600-1849053  
-20.399591  -6.036328  8.9176  0.4222 -8.1996  0.0544  0.4337  0.0475   0.0475 -123.2600    0.1033  1.0000 -99.0000 -0.1440  0.2090  8.4348 6001.0000 2M17133615-4916319  
-12.261421  -0.194907  3.8124  0.3679 -4.8090  0.0312 -0.6820  0.0318   0.0318  -26.3152    0.0633  1.0000 -99.0000  0.2652 -0.0335  0.6292 6003.0000 2M17133710-3916142  
  4.519515  11.617662  3.7360  0.1190 -3.3665  0.0130 -7.2205  0.0171   0.0171  -13.3993    0.0433  1.0000 -99.0000 -0.3450  0.2971  9.4163 6004.0000 2M17133785-1850330  
 -5.432955   4.719782  7.8135  0.6810 -8.5280  0.1033  2.9997  0.1088   0.1088  -39.7892    0.1468  1.0000 -99.0000  0.4074  0.0568  7.1804 6005.0000 2M17133832-3051484  
-20.372087  -6.026372  6.6722  0.4126 -5.3099  0.0273 -0.7532  0.0277   0.0277  -66.0937    0.0117  1.0000 -99.0000  0.1232  0.0615  7.6727 6006.0000 2M17133900-4914509  
-20.702980  -6.263325  8.6419  0.5873 -6.3637  0.0249 -0.2981  0.0251   0.0251 -118.0720    0.1783  1.0000 -99.0000 -0.2170  0.2701  7.9691 6007.0000 2M17133989-4939105  
-20.265221  -5.957769  8.0262  0.2919 -6.6379  0.0378 -0.5057  0.0365   0.0365  -84.2264    0.0529  1.0000 -99.0000 -0.2816  0.1625  8.3554 6010.0000 2M17134111-4907160  
-19.640565  -5.515892  5.1968  0.3001 -2.3841  0.0370 -3.2049  0.0388   0.0388 -113.6207    0.0790  1.0000 -99.0000  0.1771  0.0690  8.3470 6012.0000 2M17134144-4821306  
-19.797658  -5.627762  4.0719  0.1941 -5.0089  0.0210 -0.6626  0.0273   0.0273  -71.3359    0.0320  1.0000 -99.0000  0.2049  0.0617  7.6395 6013.0000 2M17134154-4833027  
-19.881178  -5.689830  7.9926  0.5800 -6.4164  0.0253  0.0832  0.0293   0.0293 -115.0913    0.1098  1.0000 -99.0000 -0.1909  0.1556  8.4208 6015.0000 2M17134237-4839161  
-20.074414  -5.827706  7.4553  0.5415 -5.7349  0.0224  0.0568  0.0229   0.0229  -96.3762    0.5847  1.0000 -99.0000 -0.2088  0.2391  6.0168 6017.0000 2M17134263-4853278  
-30.077534 -12.674184  5.4567  0.3177 -5.5751  0.0107 -1.7105  0.0103   0.0103  -80.6020    0.0673  1.0000 -99.0000  0.1135 -0.0023  3.3344 6018.0000 2M17134273-6054006  
-14.587315  -1.899505  8.7794  0.7941 -6.4042  0.0919  0.9617  0.0955   0.0955   18.4789    0.1034  1.0000 -99.0000  0.3140  0.0125  8.4050 6019.0000 2M17134310-4209138  
-20.775302  -6.328767  4.2122  0.2357 -0.4865  0.0409  0.7485  0.0407   0.0407 -133.1791    0.1028  1.0000 -99.0000 -0.3790  0.2871  6.3337 6022.0000 2M17134423-4944579  
-19.846242  -5.672354  4.1684  0.0687 -5.1713  0.0280 -0.5994  0.0367   0.0367  -67.4140    0.0320  1.0000 -99.0000 -0.0038  0.0359  5.7430 6024.0000 2M17134453-4836577  
  4.641811  11.666759  3.6673  0.1744 -4.7614  0.0178 -0.7724  0.0207   0.0207  -36.3782    0.0203  1.0000 -99.0000 -0.0048  0.0503  7.6602 6025.0000 2M17134461-1842569  
-13.183660  -0.893157  7.5202  0.6233 -3.4182  0.2291  0.2624  0.2158   0.2158   44.4649    0.1014  1.0000 -99.0000 -0.3353  0.3020  8.4263 6026.0000 2M17134503-4025374  
-20.048524  -5.818906  5.4705  0.0935 -6.2402  0.0357  0.8387  0.0365   0.0365 -107.4004    0.1138  1.0000 -99.0000  0.1362  0.0722  5.9290 6028.0000 2M17134547-4851539  
-12.189782  -0.177323  4.4314  0.3782 -4.2971  1.3037 -1.2755  0.9482   0.9482  -83.7896    0.1339  1.0000 -99.0000  0.1153  0.0105  3.9596 6029.0000 2M17134569-3912082  
-14.414662  -1.785453 10.4211  0.8076 -6.9550  0.2002 -1.6317  0.1994   0.1994  -10.9772    0.1140  1.0000 -99.0000  0.2776  0.0433  7.3441 6030.0000 2M17134586-4156497  
-20.536304  -6.166369  4.3314  0.1648 -1.6067  0.0256 -1.3566  0.0305   0.0305  -15.9781    0.0277  1.0000 -99.0000  0.1599  0.0291  4.4352 6031.0000 2M17134616-4927420  
 -0.065020   8.462269  6.4647  0.4470 -5.5259  0.0229  4.8092  0.0247   0.0247   -2.1123    0.0000  1.0000 -99.0000 -0.3167  0.2785  9.6002 6032.0000 2M17134639-2420587  
-15.261290  -2.401212  7.6593  0.6718 -7.4198  0.1446  0.1744  0.1248   0.1248 -206.2528    0.7068  1.0000 -99.0000  0.1918 -0.0059  6.0526 6034.0000 2M17134726-4259368  
  5.012844  11.891494  6.0825  0.1211 -7.0157  0.0306 -3.7383  0.0397   0.0397  -51.2436    0.0569  1.0000 -99.0000 -0.0080  0.0693  5.8325 6037.0000 2M17134909-1817206  
  5.547815  12.239688  6.4141  0.3595 -5.5961  0.0378 -1.0832  0.0404   0.0404  -35.2250    0.0872  1.0000 -99.0000  0.4643 -0.0124  5.5877 6040.0000 2M17135014-1739383  
-15.292098  -2.438770  4.2767  0.1305 -3.0851  0.1732  0.2237  0.1787   0.1787  -37.6438    0.1000  1.0000 -99.0000  0.2438  0.0066  5.5655 6044.0000 2M17135135-4302257  
-19.555622  -5.490188  5.4657  0.2873 -7.8175  0.0430 -1.2816  0.0437   0.0437  -84.7322    0.0989  1.0000 -99.0000  0.2834  0.0206  5.1574 6046.0000 2M17135160-4816291  
-20.378510  -6.073479  6.0518  0.4806 -6.6498  0.0327 -0.0330  0.0377   0.0377 -121.4989    0.0374  1.0000 -99.0000  0.1882  0.0746  6.0360 6047.0000 2M17135176-4916479  
 -0.457289   8.164557  4.8631  0.0904 -2.0068  0.0424 -2.6287  0.0506   0.0506  -23.4087    0.2471  1.0000 -99.0000  0.0182  0.1815  6.2485 6048.0000 2M17135198-2450181  
 -5.086857   4.905532  8.2416  0.7898 -6.3982  0.0643  0.5773  0.0580   0.0580   35.7938    0.0972  1.0000 -99.0000  0.4045  0.0512  5.3372 6050.0000 2M17135217-3028296  
  0.005197   8.478334  6.2823  0.3463 -2.8529  0.0175  2.0745  0.0195   0.0195  -46.1832    0.0000  1.0000 -99.0000 -0.3363  0.2668  9.1032 6051.0000 2M17135340-2417007  
-20.401972  -6.096390  5.5172  0.1392 -6.2821  0.0336 -1.0689  0.0342   0.0342 -163.7990    0.0545  1.0000 -99.0000  0.0414  0.1577  6.2782 6052.0000 2M17135366-4918442  
 -5.098670   4.886561  8.5753  0.4049 -5.9149  0.0666  0.9329  0.0566   0.0566  -55.4506    0.1090  1.0000 -99.0000  0.0944  0.0995  7.7085 6054.0000 2M17135456-3029437  
-12.519936  -0.452131  9.0816  0.7479 -8.8901  0.1295  0.3925  0.1125   0.1125  -98.0487    0.0294  1.0000 -99.0000  0.2942 -0.0109  6.0956 6055.0000 2M17135482-3937509  
-20.144116  -5.922500  5.1873  0.2441 -4.1170  0.0319  0.7512  0.0310   0.0310  -68.4306    0.1319  1.0000 -99.0000 -0.3340  0.3017  9.0855 6056.0000 2M17135616-4900090  
  4.618077  11.595253  4.5742  0.1623 -4.1688  0.0313 -2.9886  0.0357   0.0357  -15.9267    0.0707  1.0000 -99.0000 -0.2108  0.2812  9.9067 6057.0000 2M17135630-1846307  
-14.799601  -2.103968  3.7432  0.1864 -4.1516  0.1050 -0.3082  0.1079   0.1079  -42.5421    2.0062  1.0000 -99.0000  0.2587 -0.0194  1.5518 6058.0000 2M17135663-4226438  
  0.116473   8.538949  4.5643  0.0742 -2.7163  0.0278  0.2964  0.0313   0.0313 -107.5923    4.5453  1.0000 -99.0000 -0.2125  0.1805  5.7145 6059.0000 2M17135692-2409309  
 -0.334805   8.225903  4.1603  0.3769 -4.4479  0.0283  2.5236  0.0320   0.0320 -102.2061    0.0000  1.0000 -99.0000  0.3408  0.0390  7.8642 6060.0000 2M17135708-2442139  
-14.748364  -2.068894  4.8823  0.1945 -3.2668  0.1770  0.3142  0.1692   0.1692  -70.2429    0.0842  1.0000 -99.0000  0.0785  0.0210  2.5400 6061.0000 2M17135711-4223004  
-19.939790  -5.781918  9.9244  0.5021 -9.2970  0.0308 -1.2447  0.0373   0.0373 -141.1777    0.0481  1.0000 -99.0000 -0.3745  0.2749  6.4690 6062.0000 2M17135734-4845194  
-20.661271  -6.292265  5.2373  0.0781 -1.6692  0.0365 -2.2727  0.0368   0.0368  -88.8458    0.0377  1.0000 -99.0000  0.0216  0.0219  5.1651 6063.0000 2M17135753-4938091  
-20.668389  -6.299926  3.8760  0.1820 -1.2890  0.0396  1.1290  0.0377   0.0377  -59.6807    0.0707  1.0000 -99.0000  0.0720  0.1494  8.8274 6066.0000 2M17135833-4938458  
  0.153172   8.556654  6.7806  0.4850 -4.4492  0.0386 -1.4970  0.0421   0.0421 -153.7700    0.1596  1.0000 -99.0000  0.3626  0.0403  7.4556 6067.0000 2M17135857-2407073  
 -0.302556   8.240331  5.6821  0.2312 -8.5580  0.0821  1.1874  0.0844   0.0844   58.2742    0.1166  1.0000 -99.0000 -0.2349  0.3144  9.1874 6068.0000 2M17135880-2440100  
 -5.034773   4.911049 11.4353  0.7465 -7.2729  0.0720  1.5333  0.0733   0.0733  -26.3048    0.4019  1.0000 -99.0000  0.2252  0.0458  7.6946 6070.0000 2M17135932-3025460  
  4.702480  11.632652  4.4438  0.2271 -3.8466  0.0250 -1.7497  0.0294   0.0294   35.5392    0.2421  1.0000 -99.0000 -0.0169  0.1473  6.6453 6072.0000 2M17140021-1841088  
-29.483494 -12.327906  6.1073  0.2914 -7.3881  0.0193 -1.2734  0.0190   0.0190 -121.5766    0.0089  1.0000 -99.0000  0.1966  0.0679  8.0805 6073.0000 2M17140022-6013324  
-20.782613  -6.386696  5.3836  0.2478 -3.9987  0.0216  2.9731  0.0261   0.0261  -18.7664    0.0783  1.0000 -99.0000 -0.1292  0.1834  8.8777 6074.0000 2M17140023-4947199  
-14.895747  -2.187390  9.4412  0.6007 -7.3611  0.3584 -2.0607  0.3709   0.3709 -188.2265    2.1371  1.0000 -99.0000  0.0194  0.1706  6.2370 6075.0000 2M17140037-4234200  
 -5.346375   4.682891  8.2911  0.5197 -5.6807  0.0578 -2.7343  0.0537   0.0537  -97.4146    0.0678  1.0000 -99.0000 -0.2592  0.2775  8.7885 6076.0000 2M17140074-3048530  
-14.643493  -2.007561  7.4236  0.3273 -5.8652  0.1453  1.0346  0.1542   0.1542 -113.4403    0.4248  1.0000 -99.0000 -0.2513  0.2782  9.7097 6077.0000 2M17140085-4215453  
-20.571818  -6.242503  5.3532  0.2639 -5.3007  0.0390 -0.4466  0.0416   0.0416  -80.6113    0.0942  1.0000 -99.0000  0.0007  0.0418  5.6619 6079.0000 2M17140155-4932044  
 -0.289474   8.235655  4.3596  0.1891 -4.3190  0.0295  0.3930  0.0296   0.0296  -38.5705    0.0000  1.0000 -99.0000 -0.3071  0.2577  6.6056 6080.0000 2M17140177-2439415  
-20.200713  -5.981520  4.3615  0.2016 -1.9845  0.0297  2.7943  0.0285   0.0285  -63.5175    0.0564  1.0000 -99.0000 -0.0289  0.1811  8.7803 6081.0000 2M17140184-4904573  
 -0.069249   8.385095  6.2544  0.2360 -4.1181  0.0534 -0.2530  0.0593   0.0593  -75.7392    0.0934  1.0000 -99.0000 -0.2848  0.3285  9.7626 6082.0000 2M17140242-2423503  
 -5.581947   4.507459  7.1094  0.3364 -8.0877  0.0423  1.4467  0.0484   0.0484   39.6379    0.0606  1.0000 -99.0000 -0.2776  0.3043  2.5907 6083.0000 2M17140245-3106280  
-29.904892 -12.612810  5.0921  0.0782 -7.4374  0.0176  0.9203  0.0172   0.0172 -188.1750    0.1780  1.0000 -99.0000 -0.3784  0.2633  6.1204 6085.0000 2M17140379-6043338  
 -5.209776   4.765025  7.8541  0.5373 -2.9432  0.0515  0.0501  0.0584   0.0584 -111.7893    0.0010  1.0000 -99.0000  0.1808  0.0649  8.5258 6086.0000 2M17140418-3039224  
-20.715742  -6.352693  5.7566  0.2789 -5.9634  0.0238 -2.1280  0.0226   0.0226  -72.5296    0.0261  1.0000 -99.0000 -0.2060  0.1388  7.8587 6087.0000 2M17140420-4942539  
 -5.095675   4.845926 10.5097  0.4691 -8.0360  0.1192 -1.2675  0.0991   0.0991   41.5712    0.0687  1.0000 -99.0000 -0.3014  0.3093  8.7263 6088.0000 2M17140425-3031000  
  4.608182  11.550350  3.9211  0.1487 -1.0120  0.0204 -0.6148  0.0243   0.0243    7.2451    0.0511  1.0000 -99.0000 -0.0704  0.2016  8.6313 6089.0000 2M17140434-1848304  
-12.741633  -0.652701  5.5696  0.3919 -5.2669  0.1624 -0.1462  0.1321   0.1321 -148.7826    0.0628  1.0000 -99.0000  0.2541  0.0193  3.5273 6091.0000 2M17140508-3955406  
-19.707808  -5.649959  8.2415  0.4069 -7.2690  0.0375 -0.2505  0.0403   0.0403 -101.2398    0.1238  1.0000 -99.0000 -0.1981  0.2700  8.3043 6093.0000 2M17140688-4829269  
-19.860552  -5.759841  5.1199  0.1416  0.0302  0.0367 -0.6546  0.0480   0.0480   11.2079    0.0838  1.0000 -99.0000  0.1358  0.1089  5.9503 6097.0000 2M17140742-4840420  
 -5.458557   4.571205  8.6528  0.5902 -9.3123  0.0584 -1.3931  0.0639   0.0639   31.2566    0.0371  1.0000 -99.0000  0.1748  0.0235  7.6910 6102.0000 2M17140797-3058143  
-20.669270  -6.334139  4.9670  0.1386 -3.7817  0.0322 -0.0451  0.0336   0.0336  -61.6790    0.1004  1.0000 -99.0000 -0.0893  0.1439  5.9430 6103.0000 2M17140849-4939596  
-12.295725  -0.345337  7.5823  0.5152 -6.4988  0.8899 -0.0753  0.7834   0.7834 -210.0309    0.0697  1.0000 -99.0000  0.0492  0.0541  7.3962 6105.0000 2M17140870-3923115  
-20.637808  -6.312856  5.3370  0.2096 -0.8160  0.0459 -1.0589  0.0464   0.0464   17.1017    0.0969  1.0000 -99.0000 -0.3353  0.2915  6.5050 6106.0000 2M17140875-4937435  
-20.715507  -6.367764  6.6009  0.2776 -8.1229  0.0325 -0.8196  0.0315   0.0315 -121.4753    0.0830  1.0000 -99.0000 -0.3146  0.2870  8.7609 6107.0000 2M17140881-4943246  
 -5.207445   4.741685  9.0941  0.5625 -9.5118  0.0881 -0.3428  0.0886   0.0886   24.2319    0.1606  1.0000 -99.0000  0.3570  0.0227  7.5940 6109.0000 2M17140986-3040044  
  0.092429   8.461477  3.8776  0.1718 -1.1794  0.0176  0.5514  0.0191   0.0191   -8.1073    0.0000  1.0000 -99.0000 -0.0454  0.1033  8.2278 6110.0000 2M17141005-2413208  
-12.522203  -0.516904  5.4200  0.4140 -5.1500  0.1009 -0.1626  0.0910   0.0910 -160.3387    0.2804  1.0000 -99.0000  0.2505 -0.0127  3.0239 6111.0000 2M17141077-3940140  
-20.305168  -6.086359  6.1045  0.2258 -8.5778  0.0257 -2.9732  0.0245   0.0245 -157.9171    0.0193  1.0000 -99.0000 -0.1434  0.2175  6.7653 6113.0000 2M17141114-4913407  
 -0.316890   8.170411  6.3879  0.4496 -5.6345  0.0329 -0.5032  0.0331   0.0331  -12.0158    0.0000  1.0000 -99.0000 -0.1714  0.2552  9.1581 6116.0000 2M17141178-2443162  
 -5.310682   4.657437  7.4122  0.7108 -2.8809  0.0776 -3.3813  0.0756   0.0756    9.6775    0.1661  1.0000 -99.0000  0.4445  0.0373  8.7835 6117.0000 2M17141231-3048021  
-14.262092  -1.777761  7.4650  0.5070 -3.1276  0.2321 -0.7256  0.2379   0.2379 -130.0243    0.0625  1.0000 -99.0000  0.2268  0.0839  7.6274 6118.0000 2M17141260-4149082  
-20.203385  -6.020526  9.0122  0.3911 -9.1167  0.0408 -1.9213  0.0399   0.0399 -141.3930    0.0425  1.0000 -99.0000 -0.3134  0.2684  9.5058 6119.0000 2M17141293-4906264  
 -0.372962   8.126196  7.2538  0.3771 -4.0039  0.0329  0.8994  0.0386   0.0386 -157.7310    0.4344  1.0000 -99.0000 -0.2241  0.2345  7.2849 6120.0000 2M17141295-2447311  
-14.669373  -2.074334  4.0613  0.1265 -6.4414  0.1032 -0.1219  0.1126   0.1126  -92.6535    0.1267  1.0000 -99.0000  0.1217  0.0215  3.0010 6122.0000 2M17141353-4219213  
  5.727340  12.239974  5.4020  0.1005 -5.7765  0.0287  1.6628  0.0322   0.0322   30.1017    0.0775  1.0000 -99.0000 -0.3146  0.2302  5.9273 6125.0000 2M17141474-1730537  
 -5.108424   4.785970  7.2493  0.7198 -10.3299  0.0595 -0.4625  0.0605   0.0605   -0.0736    0.3898  1.0000 -99.0000  0.0732  0.0711 10.4520 6128.0000 2M17141580-3033427  
  4.886794  11.670066  5.9239  0.0910 -2.8300  0.0276  1.9773  0.0321   0.0321  -40.5605    0.0415  1.0000 -99.0000 -0.0265  0.1201  5.5281 6133.0000 2M17141800-1830552  
  5.642565  12.166263  5.5153  0.1805 -4.2379  0.0285 -3.7752  0.0321   0.0321   20.0204    0.1116  1.0000 -99.0000 -0.2828  0.2154  4.5378 6136.0000 2M17141850-1737293  
-14.832218  -2.211247  3.9397  0.2409 -2.4703  0.0937 -0.8270  0.1020   0.1020  -66.6882    0.0208  1.0000 -99.0000  0.2536 -0.0054  2.2254 6137.0000 2M17141877-4232047  
 -0.636721   7.915235  7.4832  0.4802 -0.4235  0.0257  2.7348  0.0303   0.0303  -38.0271    0.0000  1.0000 -99.0000 -0.2170  0.1933  8.2539 6138.0000 2M17141904-2507369  
 -0.239115   8.185515  6.8599  0.5221 -4.9530  0.0818  1.9517  0.0801   0.0801   -1.7287    0.0988  1.0000 -99.0000  0.3651  0.0466  7.4590 6141.0000 2M17142017-2438579  
-20.649616  -6.359562  6.6667  0.2529 -5.4979  0.0413 -0.9682  0.0417   0.0417   43.3173    0.0815  1.0000 -99.0000 -0.3372  0.3404  8.9571 6142.0000 2M17142037-4939551  
  5.095106  11.794832  7.2120  0.5159 -4.1999  0.0197 -0.9808  0.0253   0.0253  100.6229    0.0037  1.0000 -99.0000 -0.0061  0.1557  7.6048 6143.0000 2M17142073-1816353  
 -4.950289   4.873373  8.6745  0.3189 -8.6666  0.0608  0.8561  0.0632   0.0632  -94.1070    0.0926  1.0000 -99.0000 -0.3843  0.2914  8.7838 6146.0000 2M17142146-3022581  
-19.906176  -5.840242  4.9750  0.2218 -4.5535  0.0227  1.9251  0.0295   0.0295 -113.7685    0.1335  1.0000 -99.0000 -0.3078  0.2529  8.6713 6147.0000 2M17142171-4845429  
  4.580534  11.443524  6.2495  0.5096 -4.9197  0.0183 -0.5332  0.0219   0.0219   56.2277    0.0556  1.0000 -99.0000  0.0892  0.0837  9.6953 6150.0000 2M17142291-1853269  
 -4.410557   5.244886  8.0631  0.4999 -5.9143  0.0466 -2.2419  0.0484   0.0484 -199.9128    0.0000  1.0000 -99.0000  0.2073  0.1010  8.6209 6153.0000 2M17142403-2943458  
-20.088927  -5.977186  3.9641  0.1591 -4.5573  0.0214 -2.4277  0.0239   0.0239  -29.3031    0.0078  1.0000 -99.0000 -0.1151  0.2720  8.8626 6154.0000 2M17142410-4859219  
  0.187717   8.460256  6.9626  0.4768 -3.2106  0.0508 -0.1745  0.0473   0.0473  105.5814    0.0698  1.0000 -99.0000  0.3760  0.0456  7.2377 6155.0000 2M17142450-2408450  
-14.584252  -2.058927  3.9884  0.3806 -3.9833  0.0726 -1.0805  0.0709   0.0709   14.7541    0.0404  1.0000 -99.0000  0.2645  0.0483  4.2219 6159.0000 2M17142559-4214403  
-12.770821  -0.754509  9.7401  0.8462 -7.1321  0.3177 -0.2807  0.2181   0.2181  -21.9271    0.1511  1.0000 -99.0000  0.2094  0.0430  7.9288 6160.0000 2M17142560-4000402  
-19.772797  -5.759373  4.4026  0.0998 -5.0265  0.0304 -2.7202  0.0358   0.0358   26.4379    0.0754  1.0000 -99.0000  0.0300  0.0220  5.5958 6161.0000 2M17142564-4836248  
-19.472115  -5.552774  3.9192  0.2620 -5.5415  0.0334  0.1396  0.0403   0.0403  -43.2608    0.2231  1.0000 -99.0000  0.3970  0.0149  5.8990 6165.0000 2M17142736-4814359  
 -5.233062   4.643839  6.3646  0.4685 -3.8184  0.0343 -1.8986  0.0392   0.0392  -34.0341    0.1762  1.0000 -99.0000  0.2901  0.0260  7.0587 6170.0000 2M17142795-3044439  
-14.749487  -2.189843  3.3979  0.1532 -2.0256  0.1084 -0.5372  0.1113   0.1113  -43.2436    0.0747  1.0000 -99.0000  0.0457 -0.0375  2.6916 6172.0000 2M17142881-4227181  
 -0.561111   7.913583  5.4641  0.1008 -1.0842  0.0447 -0.5830  0.0551   0.0551  -60.2744    0.0770  1.0000 -99.0000 -0.1019  0.1642  6.2007 6173.0000 2M17143078-2503595  
 -5.618813   4.355056  5.1444  0.1411 -3.2227  0.1629 -0.9559  0.1023   0.1023 -170.3658    0.1175  1.0000 -99.0000  0.3056  0.0594  5.7228 6175.0000 2M17143124-3113346  
-12.189522  -0.359398  3.9984  0.3602 -3.0490  0.0689 -0.3195  0.0707   0.0707   59.1069    0.2221  1.0000 -99.0000  0.3209  0.0476  7.1628 6176.0000 2M17143151-3918309  
-14.794320  -2.232721  5.5119  0.3834 -4.1818  0.1065 -0.5960  0.1051   0.1051 -146.5009    0.0826  1.0000 -99.0000  0.1962  0.0264  8.3170 6177.0000 2M17143164-4230591  
-12.639266  -0.684497  7.8240  0.6913 -9.2728  0.4569  0.5757  0.3515   0.3515   -1.3894    0.0681  1.0000 -99.0000 -0.0278 -0.0046  4.2892 6178.0000 2M17143187-3951486  
  5.439103  11.962569  6.2631  0.2965 -4.4690  0.0345  2.1197  0.0389   0.0389    9.1628    0.1745  1.0000 -99.0000  0.2857  0.1090  5.9397 6180.0000 2M17143311-1754129  
-19.771127  -5.783497  5.4907  0.2094 -3.7138  0.0235 -3.8384  0.0287   0.0287  -17.7397    0.1272  1.0000 -99.0000 -0.1022  0.1580  7.8961 6181.0000 2M17143314-4837102  
 -4.908771   4.850282  9.3473  0.3610 -14.1586  0.0762 -0.6990  0.0792   0.0792 -171.7256    0.0963  1.0000 -99.0000 -0.3767  0.2292  7.8205 6184.0000 2M17143337-3021451  
-19.589002  -5.656984  4.2405  0.1903 -7.4493  0.0176 -2.0533  0.0206   0.0206  -73.6547    0.0367  1.0000 -99.0000  0.1168  0.0487  7.0205 6185.0000 2M17143373-4823545  
 -0.252810   8.108584  8.7048  0.6624 -7.6036  0.0327  0.2013  0.0367   0.0367   92.8102    0.0000  1.0000 -99.0000 -0.3630  0.2811  8.5958 6187.0000 2M17143477-2442165  
  0.344419   8.515582  8.1091  0.3805 -8.7449  0.0409 -2.4261  0.0445   0.0445   87.2390    0.0793  1.0000 -99.0000  0.0436  0.1731  8.2468 6192.0000 2M17143585-2359134  
