APOGEE_ID, P_knot, s_knot, P_bar, s_bar, P_disc, s_disc, X, Y, Z, Lx, Ly, Lz
468790.0 , 0.0 , 0.0 , 0.5671141369387427 , 0.1796016566538694 , 0.43288586300722376 , 0.16481863432908306 , -1.5453564873248453 , 1.1935180760187478 , -0.1237095276550281 , 60.96283468672811 , 74.55693601170606 , -42.23006380617076
748983.0 , 0.0 , 0.0 , 0.3173465581765465 , 0.1277685887295702 , 0.6826505047853475 , 0.11024858966367657 , -1.8897551699843937 , -0.470307471172328 , 0.47988703228441 , -20.64148558662533 , -117.4165914342572 , -196.3571589881128
134925.0 , 0.0 , 0.0 , 3.227528659393149e-08 , 5.981499088538954e-09 , 0.8889409051212012 , 0.07566913034375167 , -0.8090826493508798 , -0.5982624515708713 , -0.0882614678766913 , -42.20425577068812 , 58.40409519487112 , -8.998786439188507
875350.0 , 0.0 , 0.0 , 0.019332103155831552 , 0.019959891870828313 , 0.9805619498705523 , 0.012803347470322524 , -0.7114094140580782 , 1.2763643000586449 , 0.23077831678105692 , -95.06311422279649 , -32.74978134504198 , -111.91754496043578
732127.0 , 0.0 , 0.0 , 0.9181239950987343 , 0.02150240167397366 , 0.023897836617464915 , 0.007446253279900995 , 0.8218221411571314 , -0.6441941872686525 , -0.0029216370314658555 , 11.755099784432462 , 14.970053267790735 , 5.811802069270428
992597.0 , 0.0 , 0.0 , 0.9142439194926497 , 0.03105776572006569 , 0.08107356425707096 , 0.0490653997242948 , -0.9270929530184979 , 0.6833855720654446 , -0.11345956386133235 , -39.5855877805768 , -51.356083702926924 , 14.132901427878942
904344.0 , 0.0 , 0.0 , 0.0005635692960697748 , 0.002996440187058426 , 0.846299294865912 , 0.056563379892275334 , 0.11492398921570235 , -1.3495310363801778 , -0.097152654587837 , -47.97554107453838 , 2.199497128657524 , -87.30415283662282
853115.0 , 0.0 , 0.0 , 0.8287921211087053 , 0.037891267267267326 , 0.04927107454866903 , 0.013897838591334082 , -1.0120655827880105 , -0.44500316825280517 , 0.11478272619989564 , -5.764210330050885 , 10.012618798098025 , -12.006264748707949
738738.0 , 0.0 , 0.0 , 0.041046371459196665 , 0.9105523052198113 , 0.9521262231779178 , 0.02723305547134114 , 1.0951186028467088 , -0.6612355994197626 , 0.26135116274543413 , 78.9083598860446 , 70.30914159974085 , -152.75656332098828
219400.0 , 0.0 , 0.0 , 0.07748919518977691 , 0.04805331732068467 , 0.9131045395284954 , 0.0343468369647737 , 1.0195719569501325 , -0.6719774860577198 , -0.2001224836043455 , -82.3586212134031 , -89.03785475292634 , -120.62166312679167
955166.0 , 0.0 , 0.0 , 1.2483253640610038e-10 , 3.1854106491404856e-09 , 0.9999999867459353 , 1.2877214961015682e-08 , -0.904954561138271 , 1.2786321711761741 , -0.46227993865647643 , 175.26469529911694 , 56.28267979012193 , -187.42266992938295
926050.0 , 0.0 , 0.0 , 0.1508089896750844 , 0.18109931276319455 , 0.8491910098547628 , 0.10631905418592313 , -1.5534354334000744 , 0.6397707558624223 , 0.1503675148932336 , -72.43698455294319 , -137.13049833459777 , -164.88997599969807
426293.0 , 0.0 , 0.0 , 0.0499589260426439 , 0.03010708590004077 , 0.9500410034169997 , 0.015441881091517451 , -1.5291572079278897 , -0.25466369447244724 , 0.11786767188668795 , -2.966679480115367 , -112.95308961611896 , -282.53353851226404
776551.0 , 0.0 , 0.0 , 2.2821176456732313e-09 , 1.255816405329906e-09 , 0.9999999966565527 , 1.3375412999394598e-09 , -1.5283374047082479 , -0.5239313034799854 , 0.8605949282052777 , -156.79466061934735 , 147.76731482203562 , -188.4919577145639
396713.0 , 0.0 , 0.0 , 3.7058089554944383e-06 , 2.1865239091879545e-06 , 0.999994917811428 , 2.004708571701208e-06 , -1.2428786674232528 , -0.612163021041113 , -1.0943585829084934 , 49.14466522076387 , 223.76636807279246 , -180.98487552497633
229582.0 , 0.0 , 0.0 , 0.00145946787637803 , 0.006417653960113902 , 0.9982204602993572 , 0.0012963916409128862 , -1.103838737310519 , 1.203187511965313 , -0.129648778316753 , -67.47012479621853 , -79.37550375872645 , -162.1880112579302
352191.0 , 0.0 , 0.0 , 0.16616785111435334 , 0.19870292648064214 , 0.8335233701353637 , 0.11352111890076533 , -1.3556696575781961 , 0.3751358142840757 , -0.15814413666465438 , -29.89648226272412 , -131.55530180494227 , -55.78045180891059
154976.0 , 0.0 , 0.0 , 0.0809418015062825 , 0.06251437328606194 , 0.8216746578347132 , 0.06660470228797877 , -1.859998933267799 , 0.7184264587142113 , -0.10709720605270667 , -18.228575940671856 , -70.9351974733919 , -159.26270668505842
